photo,row,col,gt,pred,conf,threshold,fg_frac,comps,largest_frac,tiny_removed,grid_removed,corner_removed,merged
wnijnnxmeyzc1.webp,1,6,3,3,0.9955,adaptive,0.1205,1,0.0794,0,0,0,0
wnijnnxmeyzc1.webp,1,9,6,6,0.9837,adaptive,0.1412,1,0.0994,0,0,0,0
wnijnnxmeyzc1.webp,2,7,3,3,0.9984,adaptive,0.1396,1,0.079,0,0,0,0
wnijnnxmeyzc1.webp,2,8,4,4,0.9411,adaptive,0.0932,1,0.0781,0,0,0,0
wnijnnxmeyzc1.webp,3,1,7,7,0.9987,adaptive,0.0987,1,0.0682,0,0,0,0
wnijnnxmeyzc1.webp,3,2,4,4,0.8818,adaptive,0.0971,1,0.082,0,0,0,0
wnijnnxmeyzc1.webp,3,3,3,3,0.9984,adaptive,0.1141,1,0.081,0,0,0,0
wnijnnxmeyzc1.webp,3,5,1,1,0.9938,adaptive,0.0916,1,0.0636,0,0,0,0
wnijnnxmeyzc1.webp,4,1,3,3,0.9973,adaptive,0.1391,1,0.0801,0,0,0,0
wnijnnxmeyzc1.webp,4,2,9,9,0.9995,adaptive,0.1476,1,0.1022,0,0,0,0
wnijnnxmeyzc1.webp,4,3,4,4,0.9207,adaptive,0.1391,1,0.0771,0,0,0,0
wnijnnxmeyzc1.webp,4,4,2,2,0.9925,adaptive,0.1763,1,0.0875,0,0,0,0
wnijnnxmeyzc1.webp,4,5,6,6,0.9884,adaptive,0.157,1,0.0999,0,0,0,0
wnijnnxmeyzc1.webp,4,6,7,7,0.9991,adaptive,0.1421,1,0.0709,0,0,0,0
wnijnnxmeyzc1.webp,5,5,9,9,0.9992,adaptive,0.1428,1,0.0992,0,0,0,0
wnijnnxmeyzc1.webp,5,9,7,7,0.9992,adaptive,0.1054,1,0.0682,0,0,0,0
wnijnnxmeyzc1.webp,6,1,6,6,0.9746,adaptive,0.1295,1,0.0989,0,0,0,0
wnijnnxmeyzc1.webp,6,2,5,5,0.9988,adaptive,0.1001,1,0.0849,0,0,0,0
wnijnnxmeyzc1.webp,6,3,7,7,0.9993,adaptive,0.1051,1,0.073,0,0,0,0
wnijnnxmeyzc1.webp,6,4,8,8,0.9996,adaptive,0.1963,1,0.107,0,0,0,0
wnijnnxmeyzc1.webp,6,6,1,1,0.9955,adaptive,0.1063,1,0.0636,0,0,0,0
wnijnnxmeyzc1.webp,7,1,4,4,0.8778,adaptive,0.1543,1,0.0808,0,0,0,0
wnijnnxmeyzc1.webp,7,3,9,9,0.999,adaptive,0.1742,1,0.1008,0,0,0,0
wnijnnxmeyzc1.webp,7,6,8,8,0.9993,adaptive,0.1951,1,0.1102,0,0,0,0
wnijnnxmeyzc1.webp,8,1,8,8,0.9989,adaptive,0.1524,1,0.1104,0,0,0,0
wnijnnxmeyzc1.webp,8,2,7,7,0.9994,adaptive,0.0985,1,0.0682,0,0,0,0
wnijnnxmeyzc1.webp,8,3,6,6,0.9761,adaptive,0.1407,1,0.0994,0,0,0,0
wnijnnxmeyzc1.webp,8,6,9,9,0.9979,adaptive,0.1582,1,0.101,0,0,0,0
wnijnnxmeyzc1.webp,8,9,5,5,0.998,adaptive,0.1389,1,0.0829,0,0,0,0
wnijnnxmeyzc1.webp,9,1,5,5,0.9974,adaptive,0.1166,1,0.0868,0,0,0,0
wnijnnxmeyzc1.webp,9,7,9,9,0.9978,adaptive,0.1719,1,0.0987,0,0,0,0
wnijnnxmeyzc1.webp,9,8,8,8,0.9991,adaptive,0.1364,1,0.1056,0,0,0,0
xlqt9nwk960d1.webp,1,2,7,7,0.9977,adaptive,0.1405,2,0.0675,1,0,0,0
xlqt9nwk960d1.webp,1,4,3,3,0.9973,adaptive,0.1618,4,0.0877,3,0,0,0
xlqt9nwk960d1.webp,1,5,4,4,0.9973,adaptive,0.155,5,0.0797,4,0,0,0
xlqt9nwk960d1.webp,1,8,2,2,0.9975,adaptive,0.1628,9,0.0856,8,0,0,0
xlqt9nwk960d1.webp,1,9,9,9,0.9947,adaptive,0.1639,2,0.0944,1,0,0,0
xlqt9nwk960d1.webp,2,1,2,2,0.9942,adaptive,0.1467,3,0.084,2,0,0,0
xlqt9nwk960d1.webp,2,3,4,4,0.9983,adaptive,0.1357,7,0.0794,6,0,0,0
xlqt9nwk960d1.webp,2,5,7,7,0.9989,adaptive,0.1173,4,0.0696,3,0,0,0
xlqt9nwk960d1.webp,2,8,5,5,0.9995,adaptive,0.1478,9,0.0921,8,0,0,0
xlqt9nwk960d1.webp,3,2,8,8,0.9894,adaptive,0.141,5,0.098,4,0,0,0
xlqt9nwk960d1.webp,3,3,9,9,0.9978,adaptive,0.1419,6,0.0955,5,0,0,0
xlqt9nwk960d1.webp,3,4,2,2,0.9956,adaptive,0.1373,12,0.0852,11,0,0,0
xlqt9nwk960d1.webp,3,6,6,6,0.9346,adaptive,0.1398,5,0.0944,4,0,0,0
xlqt9nwk960d1.webp,3,8,4,4,0.9978,adaptive,0.1435,2,0.0831,1,0,0,0
xlqt9nwk960d1.webp,4,2,9,9,0.9928,adaptive,0.1669,6,0.0927,5,0,0,0
xlqt9nwk960d1.webp,4,3,7,7,0.9988,adaptive,0.1423,4,0.0686,3,0,0,0
xlqt9nwk960d1.webp,4,7,2,2,0.9958,adaptive,0.1791,2,0.0852,1,0,0,0
xlqt9nwk960d1.webp,5,5,8,8,0.9923,adaptive,0.1699,3,0.0989,2,0,0,0
xlqt9nwk960d1.webp,5,7,5,5,0.9993,adaptive,0.1876,5,0.0907,4,0,0,0
xlqt9nwk960d1.webp,6,4,7,7,0.9987,adaptive,0.1322,5,0.0668,4,0,0,0
xlqt9nwk960d1.webp,6,5,3,3,0.9985,adaptive,0.1552,6,0.0852,5,0,0,0
xlqt9nwk960d1.webp,6,9,4,4,0.9971,adaptive,0.1577,5,0.0776,4,0,0,0
xlqt9nwk960d1.webp,7,1,7,7,0.9987,adaptive,0.1628,2,0.0636,1,0,0,0
xlqt9nwk960d1.webp,7,2,4,4,0.9972,adaptive,0.1506,1,0.0803,0,0,0,0
xlqt9nwk960d1.webp,7,3,3,3,0.9984,adaptive,0.1442,3,0.0824,2,0,0,0
xlqt9nwk960d1.webp,7,6,1,1,0.9974,adaptive,0.1584,3,0.0636,2,0,0,0
xlqt9nwk960d1.webp,7,8,8,8,0.9911,adaptive,0.1958,4,0.0957,3,0,0,0
xlqt9nwk960d1.webp,7,9,2,2,0.9955,adaptive,0.1722,6,0.084,5,0,0,0
xlqt9nwk960d1.webp,8,1,9,9,0.9966,adaptive,0.1644,1,0.0921,0,0,0,0
xlqt9nwk960d1.webp,8,2,6,6,0.8625,adaptive,0.1474,2,0.0911,1,0,0,0
xlqt9nwk960d1.webp,8,5,2,2,0.9947,adaptive,0.1469,6,0.0847,5,0,0,0
xlqt9nwk960d1.webp,8,6,3,3,0.9985,adaptive,0.1483,6,0.0829,5,0,0,0
xlqt9nwk960d1.webp,8,9,5,5,0.9986,adaptive,0.1547,7,0.0863,6,0,0,0
xlqt9nwk960d1.webp,9,6,7,7,0.9985,adaptive,0.1329,5,0.0647,4,0,0,0
xlqt9nwk960d1.webp,9,8,3,3,0.9988,adaptive,0.1453,1,0.0829,0,0,0,0
0t1g4k7u4lec1.jpeg,1,1,3,3,0.9915,adaptive,0.2045,1,0.0902,0,0,0,0
0t1g4k7u4lec1.jpeg,1,2,0,0,0.9569,adaptive,0.0865,0,0.0,0,0,0,0
0t1g4k7u4lec1.jpeg,1,3,0,0,0.9569,adaptive,0.1143,0,0.0,0,0,0,0
0t1g4k7u4lec1.jpeg,1,4,0,0,0.9569,adaptive,0.1297,0,0.0,0,0,0,0
0t1g4k7u4lec1.jpeg,1,5,6,6,0.9451,adaptive,0.2002,1,0.0994,0,0,0,0
0t1g4k7u4lec1.jpeg,1,6,0,0,0.9569,adaptive,0.1111,0,0.0,0,0,0,0
0t1g4k7u4lec1.jpeg,1,7,0,0,0.9569,adaptive,0.1292,0,0.0,0,0,0,0
0t1g4k7u4lec1.jpeg,1,8,0,0,0.9569,adaptive,0.0923,0,0.0,0,0,0,0
0t1g4k7u4lec1.jpeg,1,9,0,0,0.9569,adaptive,0.1006,0,0.0,0,0,0,0
0t1g4k7u4lec1.jpeg,2,1,8,8,0.9947,adaptive,0.1889,1,0.1019,0,0,0,0
0t1g4k7u4lec1.jpeg,2,2,0,0,0.9569,adaptive,0.0581,0,0.0,0,0,0,0
0t1g4k7u4lec1.jpeg,2,3,0,0,0.9569,adaptive,0.0865,0,0.0,0,0,0,0
0t1g4k7u4lec1.jpeg,2,4,0,0,0.9569,adaptive,0.1026,0,0.0,0,0,0,0
0t1g4k7u4lec1.jpeg,2,5,0,0,0.9569,adaptive,0.0728,0,0.0,0,0,0,0
0t1g4k7u4lec1.jpeg,2,6,0,0,0.9569,adaptive,0.0859,0,0.0,0,0,0,0
0t1g4k7u4lec1.jpeg,2,7,7,7,0.9997,adaptive,0.1662,1,0.0599,0,0,0,0
0t1g4k7u4lec1.jpeg,2,8,0,0,0.9569,adaptive,0.0728,0,0.0,0,0,0,0
0t1g4k7u4lec1.jpeg,2,9,0,0,0.9569,adaptive,0.0732,0,0.0,0,0,0,0
0t1g4k7u4lec1.jpeg,3,1,0,0,0.9569,adaptive,0.1136,0,0.0,0,0,0,0
0t1g4k7u4lec1.jpeg,3,2,0,0,0.9569,adaptive,0.0861,0,0.0,0,0,0,0
0t1g4k7u4lec1.jpeg,3,3,4,4,0.9982,adaptive,0.1931,1,0.0797,0,0,0,0
0t1g4k7u4lec1.jpeg,3,4,5,5,0.9963,adaptive,0.2202,1,0.0902,0,0,0,0
0t1g4k7u4lec1.jpeg,3,5,0,0,0.9569,adaptive,0.0996,0,0.0,0,0,0,0
0t1g4k7u4lec1.jpeg,3,6,1,1,0.9931,adaptive,0.1607,1,0.05,0,0,0,0
0t1g4k7u4lec1.jpeg,3,7,0,0,0.9569,adaptive,0.1398,0,0.0,0,0,0,0
0t1g4k7u4lec1.jpeg,3,8,0,0,0.9569,adaptive,0.0992,0,0.0,0,0,0,0
0t1g4k7u4lec1.jpeg,3,9,0,0,0.9569,adaptive,0.0996,0,0.0,0,0,0,0
0t1g4k7u4lec1.jpeg,4,1,1,1,0.992,adaptive,0.1781,1,0.0491,0,0,0,0
0t1g4k7u4lec1.jpeg,4,2,0,0,0.9569,adaptive,0.1028,0,0.0,0,0,0,0
0t1g4k7u4lec1.jpeg,4,3,0,0,0.9569,adaptive,0.1295,0,0.0,0,0,0,0
0t1g4k7u4lec1.jpeg,4,4,0,0,0.9569,adaptive,0.1421,0,0.0,0,0,0,0
0t1g4k7u4lec1.jpeg,4,5,9,9,0.9968,adaptive,0.2126,1,0.0964,0,0,0,0
0t1g4k7u4lec1.jpeg,4,6,3,3,0.9875,adaptive,0.2183,1,0.0891,0,0,0,0
0t1g4k7u4lec1.jpeg,4,7,0,0,0.9569,adaptive,0.1529,0,0.0,0,0,0,0
0t1g4k7u4lec1.jpeg,4,8,6,6,0.8801,adaptive,0.2151,1,0.0987,0,0,0,0
0t1g4k7u4lec1.jpeg,4,9,7,7,0.9994,adaptive,0.1763,1,0.0599,0,0,0,0
0t1g4k7u4lec1.jpeg,5,1,0,0,0.9569,adaptive,0.0882,0,0.0,0,0,0,0
0t1g4k7u4lec1.jpeg,5,2,9,9,0.9935,adaptive,0.1545,1,0.096,0,0,0,0
0t1g4k7u4lec1.jpeg,5,3,0,0,0.9569,adaptive,0.0884,0,0.0,0,0,0,0
0t1g4k7u4lec1.jpeg,5,4,0,0,0.9569,adaptive,0.1035,0,0.0,0,0,0,0
0t1g4k7u4lec1.jpeg,5,5,0,0,0.9569,adaptive,0.073,0,0.0,0,0,0,0
0t1g4k7u4lec1.jpeg,5,6,0,0,0.9569,adaptive,0.0863,0,0.0,0,0,0,0
0t1g4k7u4lec1.jpeg,5,7,0,0,0.9569,adaptive,0.115,0,0.0,0,0,0,0
0t1g4k7u4lec1.jpeg,5,8,3,3,0.986,adaptive,0.1607,1,0.0877,0,0,0,0
0t1g4k7u4lec1.jpeg,5,9,0,0,0.9569,adaptive,0.0732,0,0.0,0,0,0,0
0t1g4k7u4lec1.jpeg,6,1,7,7,0.9995,adaptive,0.1637,1,0.0624,0,0,0,0
0t1g4k7u4lec1.jpeg,6,2,3,3,0.9915,adaptive,0.1621,1,0.0895,0,0,0,0
0t1g4k7u4lec1.jpeg,6,3,0,0,0.9569,adaptive,0.1015,0,0.0,0,0,0,0
0t1g4k7u4lec1.jpeg,6,4,1,1,0.9928,adaptive,0.1657,1,0.0491,0,0,0,0
0t1g4k7u4lec1.jpeg,6,5,8,8,0.9948,adaptive,0.1892,1,0.1022,0,0,0,0
0t1g4k7u4lec1.jpeg,6,6,0,0,0.9569,adaptive,0.1006,0,0.0,0,0,0,0
0t1g4k7u4lec1.jpeg,6,7,0,0,0.9569,adaptive,0.1189,0,0.0,0,0,0,0
0t1g4k7u4lec1.jpeg,6,8,0,0,0.9569,adaptive,0.0879,0,0.0,0,0,0,0
0t1g4k7u4lec1.jpeg,6,9,2,2,0.9991,adaptive,0.1775,1,0.0898,0,0,0,0
0t1g4k7u4lec1.jpeg,7,1,0,0,0.9569,adaptive,0.1313,0,0.0,0,0,0,0
0t1g4k7u4lec1.jpeg,7,2,0,0,0.9569,adaptive,0.1139,0,0.0,0,0,0,0
0t1g4k7u4lec1.jpeg,7,3,1,1,0.9794,adaptive,0.1915,1,0.0519,0,0,0,0
0t1g4k7u4lec1.jpeg,7,4,0,0,0.9569,adaptive,0.1527,0,0.0,0,0,0,0
0t1g4k7u4lec1.jpeg,7,5,0,0,0.9569,adaptive,0.1228,0,0.0,0,0,0,0
0t1g4k7u4lec1.jpeg,7,6,6,6,0.9729,adaptive,0.2252,1,0.0978,0,0,0,0
0t1g4k7u4lec1.jpeg,7,7,2,2,0.9993,adaptive,0.2247,1,0.0863,0,0,0,0
0t1g4k7u4lec1.jpeg,7,8,0,0,0.9569,adaptive,0.115,0,0.0,0,0,0,0
0t1g4k7u4lec1.jpeg,7,9,0,0,0.9569,adaptive,0.115,0,0.0,0,0,0,0
0t1g4k7u4lec1.jpeg,8,1,0,0,0.9569,adaptive,0.1001,0,0.0,0,0,0,0
0t1g4k7u4lec1.jpeg,8,2,0,0,0.9569,adaptive,0.0721,0,0.0,0,0,0,0
0t1g4k7u4lec1.jpeg,8,3,8,8,0.9959,adaptive,0.1885,1,0.0994,0,0,0,0
0t1g4k7u4lec1.jpeg,8,4,0,0,0.9569,adaptive,0.1164,0,0.0,0,0,0,0
0t1g4k7u4lec1.jpeg,8,5,0,0,0.9569,adaptive,0.0813,0,0.0,0,0,0,0
0t1g4k7u4lec1.jpeg,8,6,0,0,0.9569,adaptive,0.1001,0,0.0,0,0,0,0
0t1g4k7u4lec1.jpeg,8,7,0,0,0.9569,adaptive,0.1152,0,0.0,0,0,0,0
0t1g4k7u4lec1.jpeg,8,8,0,0,0.9569,adaptive,0.0872,0,0.0,0,0,0,0
0t1g4k7u4lec1.jpeg,8,9,5,5,0.9966,adaptive,0.1738,1,0.0865,0,0,0,0
0t1g4k7u4lec1.jpeg,9,1,0,0,0.9569,adaptive,0.101,0,0.0,0,0,0,0
0t1g4k7u4lec1.jpeg,9,2,0,0,0.9569,adaptive,0.0723,0,0.0,0,0,0,0
0t1g4k7u4lec1.jpeg,9,3,0,0,0.9569,adaptive,0.1019,0,0.0,0,0,0,0
0t1g4k7u4lec1.jpeg,9,4,0,0,0.9569,adaptive,0.1166,0,0.0,0,0,0,0
0t1g4k7u4lec1.jpeg,9,5,1,1,0.981,adaptive,0.1253,1,0.051,0,0,0,0
0t1g4k7u4lec1.jpeg,9,6,0,0,0.9569,adaptive,0.1003,0,0.0,0,0,0,0
0t1g4k7u4lec1.jpeg,9,7,0,0,0.9569,adaptive,0.1152,0,0.0,0,0,0,0
0t1g4k7u4lec1.jpeg,9,8,0,0,0.9569,adaptive,0.0872,0,0.0,0,0,0,0
0t1g4k7u4lec1.jpeg,9,9,4,4,0.9981,adaptive,0.1483,1,0.0714,0,0,0,0
rq5fm77urk0d1.webp,1,1,8,8,0.9989,adaptive,0.1534,1,0.0937,0,0,0,0
rq5fm77urk0d1.webp,1,2,5,5,0.9922,adaptive,0.1274,1,0.0829,0,0,0,0
rq5fm77urk0d1.webp,1,5,2,2,0.9984,adaptive,0.1306,1,0.0735,0,0,0,0
rq5fm77urk0d1.webp,1,6,9,9,0.9971,adaptive,0.1513,1,0.0934,0,0,0,0
rq5fm77urk0d1.webp,1,7,7,7,0.9965,adaptive,0.1407,1,0.0526,0,0,0,0
rq5fm77urk0d1.webp,1,8,6,6,0.9542,adaptive,0.1612,1,0.09,0,0,0,0
rq5fm77urk0d1.webp,2,1,2,2,0.9985,adaptive,0.1129,1,0.0691,0,0,0,0
rq5fm77urk0d1.webp,2,3,7,7,0.9987,adaptive,0.098,1,0.0544,0,0,0,0
rq5fm77urk0d1.webp,2,4,6,6,0.9666,adaptive,0.1671,1,0.0939,0,0,0,0
rq5fm77urk0d1.webp,2,6,8,8,0.9976,adaptive,0.1368,1,0.0923,0,0,0,0
rq5fm77urk0d1.webp,2,7,5,5,0.9899,adaptive,0.1685,1,0.0836,0,0,0,0
rq5fm77urk0d1.webp,2,9,9,9,0.9933,adaptive,0.1341,1,0.09,0,0,0,0
rq5fm77urk0d1.webp,3,1,6,6,0.9681,adaptive,0.1508,1,0.0932,0,0,0,0
rq5fm77urk0d1.webp,3,4,7,7,0.999,adaptive,0.1361,1,0.0496,0,0,0,0
rq5fm77urk0d1.webp,3,6,5,5,0.9889,adaptive,0.1389,1,0.0803,0,0,0,0
rq5fm77urk0d1.webp,3,8,2,2,0.9973,adaptive,0.1428,1,0.0719,0,0,0,0
rq5fm77urk0d1.webp,3,9,8,8,0.9977,adaptive,0.1517,1,0.0941,0,0,0,0
rq5fm77urk0d1.webp,4,1,9,9,0.99,adaptive,0.1662,1,0.0918,0,0,0,0
rq5fm77urk0d1.webp,4,2,7,7,0.9991,adaptive,0.1214,1,0.0528,0,0,0,0
rq5fm77urk0d1.webp,4,3,2,2,0.9954,adaptive,0.157,1,0.0721,0,0,0,0
rq5fm77urk0d1.webp,4,4,8,8,0.9967,adaptive,0.2055,1,0.0923,0,0,0,0
rq5fm77urk0d1.webp,4,7,6,6,0.9642,adaptive,0.2068,1,0.0927,0,0,0,0
rq5fm77urk0d1.webp,4,9,5,5,0.9913,adaptive,0.1671,1,0.0806,0,0,0,0
rq5fm77urk0d1.webp,5,1,3,3,0.9966,adaptive,0.1341,1,0.0764,0,0,0,0
rq5fm77urk0d1.webp,5,2,8,8,0.9716,adaptive,0.1508,1,0.0939,0,0,0,0
rq5fm77urk0d1.webp,5,4,5,5,0.9843,adaptive,0.1703,1,0.084,0,0,0,0
rq5fm77urk0d1.webp,5,5,6,6,0.9199,adaptive,0.1648,1,0.0907,0,0,0,0
rq5fm77urk0d1.webp,5,7,2,2,0.9934,adaptive,0.1531,1,0.0675,0,0,0,0
rq5fm77urk0d1.webp,5,8,9,9,0.9908,adaptive,0.1449,1,0.0918,0,0,0,0
rq5fm77urk0d1.webp,5,9,7,7,0.9992,adaptive,0.101,1,0.0558,0,0,0,0
rq5fm77urk0d1.webp,6,1,5,5,0.9898,adaptive,0.1375,1,0.0797,0,0,0,0
rq5fm77urk0d1.webp,6,3,6,6,0.6652,adaptive,0.1485,1,0.0904,0,0,0,0
rq5fm77urk0d1.webp,6,4,9,9,0.993,adaptive,0.1775,1,0.0907,0,0,0,0
rq5fm77urk0d1.webp,6,5,7,7,0.9979,adaptive,0.0948,1,0.0496,0,0,0,0
rq5fm77urk0d1.webp,6,6,2,2,0.9914,adaptive,0.1313,1,0.0716,0,0,0,0
rq5fm77urk0d1.webp,6,8,8,8,0.983,adaptive,0.1536,1,0.0948,0,0,0,0
rq5fm77urk0d1.webp,7,2,2,2,0.9969,adaptive,0.1545,1,0.0712,0,0,0,0
rq5fm77urk0d1.webp,7,3,5,5,0.9876,adaptive,0.1701,1,0.0843,0,0,0,0
rq5fm77urk0d1.webp,7,5,9,9,0.9958,adaptive,0.1903,1,0.0923,0,0,0,0
rq5fm77urk0d1.webp,7,7,8,8,0.9923,adaptive,0.2084,1,0.093,0,0,0,0
rq5fm77urk0d1.webp,7,8,7,7,0.9986,adaptive,0.1543,1,0.0556,0,0,0,0
rq5fm77urk0d1.webp,7,9,6,6,0.9069,adaptive,0.1775,1,0.0911,0,0,0,0
rq5fm77urk0d1.webp,8,2,6,6,0.9369,adaptive,0.1485,1,0.0921,0,0,0,0
rq5fm77urk0d1.webp,8,3,8,8,0.9977,adaptive,0.1534,1,0.0948,0,0,0,0
rq5fm77urk0d1.webp,8,5,5,5,0.986,adaptive,0.1453,1,0.0831,0,0,0,0
rq5fm77urk0d1.webp,8,6,7,7,0.9992,adaptive,0.1171,1,0.0551,0,0,0,0
rq5fm77urk0d1.webp,8,7,9,9,0.9947,adaptive,0.1908,1,0.0923,0,0,0,0
rq5fm77urk0d1.webp,8,8,3,3,0.9966,adaptive,0.1366,1,0.0767,0,0,0,0
rq5fm77urk0d1.webp,8,9,2,2,0.9902,adaptive,0.127,1,0.0684,0,0,0,0
rq5fm77urk0d1.webp,9,1,7,7,0.999,adaptive,0.1088,1,0.0507,0,0,0,0
rq5fm77urk0d1.webp,9,4,2,2,0.988,adaptive,0.1614,1,0.0746,0,0,0,0
rq5fm77urk0d1.webp,9,5,8,8,0.9984,adaptive,0.1545,1,0.096,0,0,0,0
rq5fm77urk0d1.webp,9,6,6,6,0.8655,adaptive,0.1508,1,0.0911,0,0,0,0
rq5fm77urk0d1.webp,9,7,1,1,0.8029,adaptive,0.1318,1,0.045,0,0,0,0
rq5fm77urk0d1.webp,9,8,5,5,0.9853,adaptive,0.1384,1,0.0792,0,0,0,0
rq5fm77urk0d1.webp,9,9,4,4,0.9912,adaptive,0.1338,1,0.0742,0,0,0,0
1fpguv3t969c1.webp,1,1,1,1,0.971,adaptive,0.1107,1,0.0514,0,0,0,0
1fpguv3t969c1.webp,1,2,8,8,0.998,adaptive,0.1568,1,0.0992,0,0,0,0
1fpguv3t969c1.webp,1,4,9,9,0.9996,adaptive,0.1747,1,0.0875,0,0,0,0
1fpguv3t969c1.webp,1,5,2,2,0.9995,adaptive,0.1403,1,0.082,0,0,0,0
1fpguv3t969c1.webp,1,7,4,4,0.998,adaptive,0.1561,1,0.0826,0,0,0,0
1fpguv3t969c1.webp,1,8,7,7,0.9986,adaptive,0.1189,1,0.0608,0,0,0,0
1fpguv3t969c1.webp,1,9,6,6,0.9754,adaptive,0.1458,1,0.0875,0,0,0,0
1fpguv3t969c1.webp,2,2,9,9,0.9993,adaptive,0.1439,1,0.0865,0,0,0,0
1fpguv3t969c1.webp,2,3,7,7,0.9989,adaptive,0.1205,1,0.0636,0,0,0,0
1fpguv3t969c1.webp,2,5,1,1,0.9533,adaptive,0.1116,1,0.0528,0,0,0,0
1fpguv3t969c1.webp,2,6,6,6,0.9649,adaptive,0.1462,1,0.0875,0,0,0,0
1fpguv3t969c1.webp,2,7,2,2,0.9992,adaptive,0.1373,1,0.0787,0,0,0,0
1fpguv3t969c1.webp,2,8,8,8,0.9983,adaptive,0.155,1,0.0994,0,0,0,0
1fpguv3t969c1.webp,2,9,3,3,0.9972,adaptive,0.129,1,0.0838,0,0,0,0
1fpguv3t969c1.webp,3,1,6,6,0.9908,adaptive,0.1439,1,0.0863,0,0,0,0
1fpguv3t969c1.webp,3,2,2,2,0.9994,adaptive,0.1414,1,0.0836,0,0,0,0
1fpguv3t969c1.webp,3,4,8,8,0.9977,adaptive,0.1724,1,0.1003,0,0,0,0
1fpguv3t969c1.webp,3,5,7,7,0.9992,adaptive,0.1279,1,0.0645,0,0,0,0
1fpguv3t969c1.webp,3,7,9,9,0.9994,adaptive,0.1439,1,0.0859,0,0,0,0
1fpguv3t969c1.webp,3,8,1,1,0.9599,adaptive,0.1086,1,0.0468,0,0,0,0
1fpguv3t969c1.webp,3,9,5,5,0.9982,adaptive,0.129,1,0.0879,0,0,0,0
1fpguv3t969c1.webp,4,1,2,2,0.9987,adaptive,0.1687,1,0.081,0,0,0,0
1fpguv3t969c1.webp,4,2,5,5,0.9974,adaptive,0.1433,1,0.0868,0,0,0,0
1fpguv3t969c1.webp,4,3,1,1,0.8953,adaptive,0.1499,1,0.0514,0,0,0,0
1fpguv3t969c1.webp,4,4,6,6,0.9895,adaptive,0.1873,1,0.0872,0,0,0,0
1fpguv3t969c1.webp,4,5,8,8,0.9971,adaptive,0.1855,1,0.1001,0,0,0,0
1fpguv3t969c1.webp,4,6,9,9,0.9997,adaptive,0.1708,1,0.0863,0,0,0,0
1fpguv3t969c1.webp,4,7,3,3,0.9966,adaptive,0.1726,1,0.0838,0,0,0,0
1fpguv3t969c1.webp,4,8,4,4,0.9982,adaptive,0.1538,1,0.0808,0,0,0,0
1fpguv3t969c1.webp,4,9,7,7,0.9994,adaptive,0.1336,1,0.0606,0,0,0,0
1fpguv3t969c1.webp,5,2,3,3,0.9957,adaptive,0.1403,1,0.0826,0,0,0,0
1fpguv3t969c1.webp,5,4,1,1,0.9144,adaptive,0.1281,1,0.0528,0,0,0,0
1fpguv3t969c1.webp,5,5,5,5,0.9982,adaptive,0.1504,1,0.0868,0,0,0,0
1fpguv3t969c1.webp,5,6,7,7,0.9992,adaptive,0.1458,1,0.0597,0,0,0,0
1fpguv3t969c1.webp,5,7,6,6,0.9826,adaptive,0.1586,1,0.087,0,0,0,0
1fpguv3t969c1.webp,5,8,2,2,0.9985,adaptive,0.1517,1,0.0799,0,0,0,0
1fpguv3t969c1.webp,5,9,9,9,0.9992,adaptive,0.1579,1,0.0856,0,0,0,0
1fpguv3t969c1.webp,6,1,7,7,0.9996,adaptive,0.1201,1,0.062,0,0,0,0
1fpguv3t969c1.webp,6,2,6,6,0.9808,adaptive,0.1455,1,0.0872,0,0,0,0
1fpguv3t969c1.webp,6,3,9,9,0.9994,adaptive,0.1577,1,0.0865,0,0,0,0
1fpguv3t969c1.webp,6,4,3,3,0.9953,adaptive,0.1561,1,0.0833,0,0,0,0
1fpguv3t969c1.webp,6,5,4,4,0.9969,adaptive,0.1671,1,0.0822,0,0,0,0
1fpguv3t969c1.webp,6,6,2,2,0.9985,adaptive,0.1657,1,0.0806,0,0,0,0
1fpguv3t969c1.webp,6,7,8,8,0.9951,adaptive,0.1738,1,0.098,0,0,0,0
1fpguv3t969c1.webp,6,8,5,5,0.9974,adaptive,0.1437,1,0.0836,0,0,0,0
1fpguv3t969c1.webp,6,9,1,1,0.8972,adaptive,0.1334,1,0.0512,0,0,0,0
1fpguv3t969c1.webp,7,1,3,3,0.9961,adaptive,0.171,1,0.0831,0,0,0,0
1fpguv3t969c1.webp,7,2,4,4,0.9953,adaptive,0.1625,1,0.0769,0,0,0,0
1fpguv3t969c1.webp,7,5,6,6,0.992,adaptive,0.1607,1,0.0859,0,0,0,0
1fpguv3t969c1.webp,7,6,1,1,0.9395,adaptive,0.1233,1,0.0484,0,0,0,0
1fpguv3t969c1.webp,7,7,7,7,0.9996,adaptive,0.1485,1,0.0597,0,0,0,0
1fpguv3t969c1.webp,7,8,9,9,0.9993,adaptive,0.1582,1,0.0865,0,0,0,0
1fpguv3t969c1.webp,8,1,9,9,0.9995,adaptive,0.1556,1,0.0843,0,0,0,0
1fpguv3t969c1.webp,8,2,1,1,0.8955,adaptive,0.1102,1,0.0514,0,0,0,0
1fpguv3t969c1.webp,8,3,2,2,0.9966,adaptive,0.1382,1,0.0799,0,0,0,0
1fpguv3t969c1.webp,8,4,7,7,0.9995,adaptive,0.1446,1,0.0588,0,0,0,0
1fpguv3t969c1.webp,8,5,3,3,0.9981,adaptive,0.1568,1,0.0854,0,0,0,0
