photo,row,col,gt,pred,conf,threshold,fg_frac,comps,largest_frac,tiny_removed,grid_removed,corner_removed,merged
wnijnnxmeyzc1.webp,1,9,6,6,1.0,adaptive,0.1412,2,0.0994,0,1,0,0
wnijnnxmeyzc1.webp,2,7,3,3,1.0,adaptive,0.1396,2,0.079,0,1,0,0
wnijnnxmeyzc1.webp,2,8,4,4,1.0,adaptive,0.0932,2,0.0781,0,1,0,0
wnijnnxmeyzc1.webp,3,1,7,7,0.9998,adaptive,0.0987,1,0.0682,0,0,0,0
wnijnnxmeyzc1.webp,3,2,4,4,1.0,adaptive,0.0971,1,0.082,0,0,0,0
wnijnnxmeyzc1.webp,3,3,3,3,1.0,adaptive,0.1141,1,0.081,0,0,0,0
wnijnnxmeyzc1.webp,3,5,1,1,1.0,adaptive,0.0916,1,0.0636,0,0,0,0
wnijnnxmeyzc1.webp,4,1,3,3,1.0,adaptive,0.1391,1,0.0801,0,0,0,0
wnijnnxmeyzc1.webp,4,2,9,9,1.0,adaptive,0.1476,1,0.1022,0,0,0,0
wnijnnxmeyzc1.webp,4,3,4,4,1.0,adaptive,0.1391,1,0.0771,0,0,0,0
wnijnnxmeyzc1.webp,4,4,2,2,0.9996,adaptive,0.1763,1,0.0875,0,0,0,0
wnijnnxmeyzc1.webp,4,5,6,6,1.0,adaptive,0.157,1,0.0999,0,0,0,0
wnijnnxmeyzc1.webp,4,6,7,7,0.9999,adaptive,0.1421,1,0.0709,0,0,0,0
wnijnnxmeyzc1.webp,5,5,9,9,1.0,adaptive,0.1428,1,0.0992,0,0,0,0
wnijnnxmeyzc1.webp,5,9,7,7,0.9998,adaptive,0.1054,2,0.0682,0,1,0,0
wnijnnxmeyzc1.webp,6,1,6,6,1.0,adaptive,0.1295,1,0.0989,0,0,0,0
wnijnnxmeyzc1.webp,6,2,5,5,1.0,adaptive,0.1001,1,0.0849,0,0,0,0
wnijnnxmeyzc1.webp,6,3,7,7,0.9999,adaptive,0.1051,1,0.073,0,0,0,0
wnijnnxmeyzc1.webp,6,4,8,8,1.0,adaptive,0.1963,1,0.107,0,0,0,0
wnijnnxmeyzc1.webp,6,6,1,1,0.9999,adaptive,0.1063,1,0.0636,0,0,0,0
wnijnnxmeyzc1.webp,7,1,4,4,1.0,adaptive,0.1543,2,0.0808,0,1,0,0
wnijnnxmeyzc1.webp,7,3,9,9,1.0,adaptive,0.1742,2,0.1008,0,1,0,0
wnijnnxmeyzc1.webp,7,6,8,8,1.0,adaptive,0.1951,2,0.1102,0,1,0,0
wnijnnxmeyzc1.webp,8,1,8,8,1.0,adaptive,0.1524,2,0.1104,0,1,0,0
wnijnnxmeyzc1.webp,8,2,7,7,0.9999,adaptive,0.0985,2,0.0682,0,1,0,0
wnijnnxmeyzc1.webp,8,3,6,6,1.0,adaptive,0.1407,2,0.0994,0,1,0,0
wnijnnxmeyzc1.webp,8,6,9,9,1.0,adaptive,0.1582,3,0.101,1,1,0,0
wnijnnxmeyzc1.webp,8,9,5,5,0.9999,adaptive,0.1389,4,0.0829,1,2,0,0
wnijnnxmeyzc1.webp,9,1,5,5,1.0,adaptive,0.1166,2,0.0868,0,1,0,0
wnijnnxmeyzc1.webp,9,7,9,9,1.0,adaptive,0.1719,3,0.0987,0,2,0,0
wnijnnxmeyzc1.webp,9,8,8,8,1.0,adaptive,0.1364,2,0.1056,0,0,1,0
xlqt9nwk960d1.webp,1,2,7,7,0.9999,adaptive,0.1405,2,0.0675,1,0,0,0
xlqt9nwk960d1.webp,1,4,3,3,0.9998,adaptive,0.1618,5,0.0877,4,0,0,0
xlqt9nwk960d1.webp,1,5,4,4,1.0,adaptive,0.155,5,0.0797,4,0,0,0
xlqt9nwk960d1.webp,1,8,2,2,0.9999,adaptive,0.1628,12,0.0856,10,1,0,0
xlqt9nwk960d1.webp,1,9,9,9,1.0,adaptive,0.1639,5,0.0944,3,1,0,0
xlqt9nwk960d1.webp,2,1,2,2,0.9997,adaptive,0.1467,3,0.084,2,0,0,0
xlqt9nwk960d1.webp,2,3,4,4,1.0,adaptive,0.1357,8,0.0794,7,0,0,0
xlqt9nwk960d1.webp,2,5,7,7,1.0,adaptive,0.1173,7,0.0696,6,0,0,0
xlqt9nwk960d1.webp,2,8,5,5,1.0,adaptive,0.1478,12,0.0921,10,1,0,0
xlqt9nwk960d1.webp,3,2,8,8,1.0,adaptive,0.141,6,0.098,5,0,0,0
xlqt9nwk960d1.webp,3,3,9,9,1.0,adaptive,0.1419,7,0.0955,6,0,0,0
xlqt9nwk960d1.webp,3,4,2,2,0.9999,adaptive,0.1373,18,0.0852,17,0,0,0
xlqt9nwk960d1.webp,3,6,6,6,1.0,adaptive,0.1398,7,0.0944,6,0,0,0
xlqt9nwk960d1.webp,3,8,4,4,1.0,adaptive,0.1435,4,0.0831,2,1,0,0
xlqt9nwk960d1.webp,4,2,9,9,1.0,adaptive,0.1669,6,0.0927,5,0,0,0
xlqt9nwk960d1.webp,4,3,7,7,0.9999,adaptive,0.1423,5,0.0686,4,0,0,0
xlqt9nwk960d1.webp,4,7,2,2,1.0,adaptive,0.1791,5,0.0852,3,1,0,0
xlqt9nwk960d1.webp,5,5,8,8,1.0,adaptive,0.1699,7,0.0989,6,0,0,0
xlqt9nwk960d1.webp,5,7,5,5,1.0,adaptive,0.1876,13,0.0907,11,1,0,0
xlqt9nwk960d1.webp,6,4,7,7,1.0,adaptive,0.1322,6,0.0668,4,1,0,0
xlqt9nwk960d1.webp,6,5,3,3,0.9998,adaptive,0.1552,9,0.0852,7,1,0,0
xlqt9nwk960d1.webp,6,9,4,4,1.0,adaptive,0.1577,7,0.0776,5,0,1,0
xlqt9nwk960d1.webp,7,1,7,7,1.0,adaptive,0.1628,3,0.0636,1,1,0,0
xlqt9nwk960d1.webp,7,2,4,4,1.0,adaptive,0.1506,2,0.0803,0,1,0,0
xlqt9nwk960d1.webp,7,3,3,3,0.9998,adaptive,0.1442,4,0.0824,2,1,0,0
xlqt9nwk960d1.webp,7,6,1,1,1.0,adaptive,0.1584,4,0.0636,2,1,0,0
xlqt9nwk960d1.webp,7,8,8,8,1.0,adaptive,0.1958,5,0.0957,3,0,0,0
xlqt9nwk960d1.webp,7,9,2,2,0.9999,adaptive,0.1722,9,0.084,6,2,0,0
xlqt9nwk960d1.webp,8,1,9,9,1.0,adaptive,0.1644,2,0.0921,0,1,0,0
xlqt9nwk960d1.webp,8,2,6,6,0.9999,adaptive,0.1474,3,0.0911,1,1,0,0
xlqt9nwk960d1.webp,8,5,2,2,1.0,adaptive,0.1469,3,0.0847,1,1,0,0
xlqt9nwk960d1.webp,8,6,3,3,0.9999,adaptive,0.1483,6,0.0829,4,1,0,0
xlqt9nwk960d1.webp,8,9,5,5,0.9999,adaptive,0.1547,6,0.0863,4,0,1,0
xlqt9nwk960d1.webp,9,6,7,7,0.9999,adaptive,0.1329,8,0.0647,6,1,0,0
xlqt9nwk960d1.webp,9,8,3,3,0.9999,adaptive,0.1453,2,0.0829,0,0,1,0
0t1g4k7u4lec1.jpeg,1,1,3,3,0.9996,adaptive,0.2045,1,0.0902,0,0,0,0
0t1g4k7u4lec1.jpeg,1,2,0,0,0.9866,adaptive,0.0865,0,0.0,0,0,0,0
0t1g4k7u4lec1.jpeg,1,3,0,0,0.9866,adaptive,0.1143,0,0.0,0,0,0,0
0t1g4k7u4lec1.jpeg,1,4,0,0,0.9866,adaptive,0.1297,1,0.0,0,1,0,0
0t1g4k7u4lec1.jpeg,1,5,6,6,1.0,adaptive,0.2002,1,0.0994,0,0,0,0
0t1g4k7u4lec1.jpeg,1,6,0,0,0.9866,adaptive,0.1111,0,0.0,0,0,0,0
0t1g4k7u4lec1.jpeg,1,7,0,0,0.9866,adaptive,0.1292,1,0.0,0,1,0,0
0t1g4k7u4lec1.jpeg,1,8,0,0,0.9866,adaptive,0.0923,1,0.0,0,1,0,0
0t1g4k7u4lec1.jpeg,1,9,0,0,0.9866,adaptive,0.1006,1,0.0,0,1,0,0
0t1g4k7u4lec1.jpeg,2,1,8,8,1.0,adaptive,0.1889,1,0.1019,0,0,0,0
0t1g4k7u4lec1.jpeg,2,2,0,0,0.9866,adaptive,0.0581,0,0.0,0,0,0,0
0t1g4k7u4lec1.jpeg,2,3,0,0,0.9866,adaptive,0.0865,0,0.0,0,0,0,0
0t1g4k7u4lec1.jpeg,2,4,0,0,0.9866,adaptive,0.1026,1,0.0,0,1,0,0
0t1g4k7u4lec1.jpeg,2,5,0,0,0.9866,adaptive,0.0728,0,0.0,0,0,0,0
0t1g4k7u4lec1.jpeg,2,6,0,0,0.9866,adaptive,0.0859,0,0.0,0,0,0,0
0t1g4k7u4lec1.jpeg,2,7,7,7,0.9999,adaptive,0.1662,2,0.0599,0,1,0,0
0t1g4k7u4lec1.jpeg,2,8,0,0,0.9866,adaptive,0.0728,1,0.0,0,1,0,0
0t1g4k7u4lec1.jpeg,2,9,0,0,0.9866,adaptive,0.0732,1,0.0,0,1,0,0
0t1g4k7u4lec1.jpeg,3,1,0,0,0.9866,adaptive,0.1136,0,0.0,0,0,0,0
0t1g4k7u4lec1.jpeg,3,2,0,0,0.9866,adaptive,0.0861,0,0.0,0,0,0,0
0t1g4k7u4lec1.jpeg,3,3,4,4,1.0,adaptive,0.1931,1,0.0797,0,0,0,0
0t1g4k7u4lec1.jpeg,3,4,5,5,0.9999,adaptive,0.2202,2,0.0902,0,1,0,0
0t1g4k7u4lec1.jpeg,3,5,0,0,0.9866,adaptive,0.0996,0,0.0,0,0,0,0
0t1g4k7u4lec1.jpeg,3,6,1,1,0.9996,adaptive,0.1607,1,0.05,0,0,0,0
0t1g4k7u4lec1.jpeg,3,7,0,0,0.9866,adaptive,0.1398,1,0.0,0,1,0,0
0t1g4k7u4lec1.jpeg,3,8,0,0,0.9866,adaptive,0.0992,1,0.0,0,1,0,0
0t1g4k7u4lec1.jpeg,3,9,0,0,0.9866,adaptive,0.0996,1,0.0,0,1,0,0
0t1g4k7u4lec1.jpeg,4,1,1,1,0.9995,adaptive,0.1781,2,0.0491,0,1,0,0
0t1g4k7u4lec1.jpeg,4,2,0,0,0.9866,adaptive,0.1028,1,0.0,0,1,0,0
0t1g4k7u4lec1.jpeg,4,3,0,0,0.9866,adaptive,0.1295,1,0.0,0,1,0,0
0t1g4k7u4lec1.jpeg,4,4,0,0,0.9866,adaptive,0.1421,3,0.0,1,2,0,0
0t1g4k7u4lec1.jpeg,4,5,9,9,1.0,adaptive,0.2126,2,0.0964,0,1,0,0
0t1g4k7u4lec1.jpeg,4,6,3,3,0.9998,adaptive,0.2183,2,0.0891,0,1,0,0
0t1g4k7u4lec1.jpeg,4,7,0,0,0.9866,adaptive,0.1529,2,0.0,0,2,0,0
0t1g4k7u4lec1.jpeg,4,8,6,6,1.0,adaptive,0.2151,3,0.0987,0,2,0,0
0t1g4k7u4lec1.jpeg,4,9,7,7,0.9999,adaptive,0.1763,2,0.0599,0,0,1,0
0t1g4k7u4lec1.jpeg,5,1,0,0,0.9866,adaptive,0.0882,0,0.0,0,0,0,0
0t1g4k7u4lec1.jpeg,5,2,9,9,0.9999,adaptive,0.1545,1,0.096,0,0,0,0
0t1g4k7u4lec1.jpeg,5,3,0,0,0.9866,adaptive,0.0884,0,0.0,0,0,0,0
0t1g4k7u4lec1.jpeg,5,4,0,0,0.9866,adaptive,0.1035,1,0.0,0,1,0,0
0t1g4k7u4lec1.jpeg,5,5,0,0,0.9866,adaptive,0.073,0,0.0,0,0,0,0
0t1g4k7u4lec1.jpeg,5,6,0,0,0.9866,adaptive,0.0863,0,0.0,0,0,0,0
0t1g4k7u4lec1.jpeg,5,7,0,0,0.9866,adaptive,0.115,1,0.0,0,1,0,0
0t1g4k7u4lec1.jpeg,5,8,3,3,0.998,adaptive,0.1607,2,0.0877,0,1,0,0
0t1g4k7u4lec1.jpeg,5,9,0,0,0.9866,adaptive,0.0732,1,0.0,0,1,0,0
0t1g4k7u4lec1.jpeg,6,1,7,7,1.0,adaptive,0.1637,1,0.0624,0,0,0,0
0t1g4k7u4lec1.jpeg,6,2,3,3,0.9999,adaptive,0.1621,1,0.0895,0,0,0,0
0t1g4k7u4lec1.jpeg,6,3,0,0,0.9866,adaptive,0.1015,0,0.0,0,0,0,0
0t1g4k7u4lec1.jpeg,6,4,1,1,0.9997,adaptive,0.1657,2,0.0491,0,1,0,0
0t1g4k7u4lec1.jpeg,6,5,8,8,1.0,adaptive,0.1892,1,0.1022,0,0,0,0
0t1g4k7u4lec1.jpeg,6,6,0,0,0.9866,adaptive,0.1006,0,0.0,0,0,0,0
0t1g4k7u4lec1.jpeg,6,7,0,0,0.9866,adaptive,0.1189,1,0.0,0,1,0,0
0t1g4k7u4lec1.jpeg,6,8,0,0,0.9866,adaptive,0.0879,1,0.0,0,1,0,0
0t1g4k7u4lec1.jpeg,6,9,2,2,0.999,adaptive,0.1775,2,0.0898,0,1,0,0
0t1g4k7u4lec1.jpeg,7,1,0,0,0.9866,adaptive,0.1313,1,0.0,0,1,0,0
0t1g4k7u4lec1.jpeg,7,2,0,0,0.9866,adaptive,0.1139,1,0.0,0,1,0,0
0t1g4k7u4lec1.jpeg,7,3,1,1,0.9999,adaptive,0.1915,2,0.0519,0,1,0,0
0t1g4k7u4lec1.jpeg,7,4,0,0,0.9866,adaptive,0.1527,2,0.0,0,2,0,0
0t1g4k7u4lec1.jpeg,7,5,0,0,0.9866,adaptive,0.1228,1,0.0,0,1,0,0
0t1g4k7u4lec1.jpeg,7,6,6,6,0.9998,adaptive,0.2252,2,0.0978,0,1,0,0
0t1g4k7u4lec1.jpeg,7,7,2,2,0.9979,adaptive,0.2247,2,0.0863,0,0,1,0
0t1g4k7u4lec1.jpeg,7,8,0,0,0.9866,adaptive,0.115,2,0.0,0,2,0,0
0t1g4k7u4lec1.jpeg,7,9,0,0,0.9866,adaptive,0.115,1,0.0,0,0,1,0
0t1g4k7u4lec1.jpeg,8,1,0,0,0.9866,adaptive,0.1001,1,0.0,0,1,0,0
0t1g4k7u4lec1.jpeg,8,2,0,0,0.9866,adaptive,0.0721,1,0.0,0,1,0,0
0t1g4k7u4lec1.jpeg,8,3,8,8,1.0,adaptive,0.1885,2,0.0994,0,1,0,0
0t1g4k7u4lec1.jpeg,8,4,0,0,0.9866,adaptive,0.1164,1,0.0,0,0,1,0
0t1g4k7u4lec1.jpeg,8,5,0,0,0.9866,adaptive,0.0813,1,0.0,0,1,0,0
0t1g4k7u4lec1.jpeg,8,6,0,0,0.9866,adaptive,0.1001,1,0.0,0,1,0,0
0t1g4k7u4lec1.jpeg,8,7,0,0,0.9866,adaptive,0.1152,2,0.0,0,2,0,0
0t1g4k7u4lec1.jpeg,8,8,0,0,0.9866,adaptive,0.0872,1,0.0,0,0,1,0
0t1g4k7u4lec1.jpeg,8,9,5,5,1.0,adaptive,0.1738,2,0.0865,0,0,1,0
0t1g4k7u4lec1.jpeg,9,1,0,0,0.9866,adaptive,0.101,1,0.0,0,1,0,0
0t1g4k7u4lec1.jpeg,9,2,0,0,0.9866,adaptive,0.0723,1,0.0,0,1,0,0
0t1g4k7u4lec1.jpeg,9,3,0,0,0.9866,adaptive,0.1019,1,0.0,0,1,0,0
0t1g4k7u4lec1.jpeg,9,4,0,0,0.9866,adaptive,0.1166,1,0.0,0,0,1,0
0t1g4k7u4lec1.jpeg,9,5,1,1,0.9999,adaptive,0.1253,2,0.051,0,1,0,0
0t1g4k7u4lec1.jpeg,9,6,0,0,0.9866,adaptive,0.1003,1,0.0,0,1,0,0
0t1g4k7u4lec1.jpeg,9,7,0,0,0.9866,adaptive,0.1152,1,0.0,0,0,1,0
0t1g4k7u4lec1.jpeg,9,8,0,0,0.9866,adaptive,0.0872,1,0.0,0,0,1,0
0t1g4k7u4lec1.jpeg,9,9,4,4,1.0,adaptive,0.1483,2,0.0714,0,0,1,0
rq5fm77urk0d1.webp,1,1,8,8,1.0,adaptive,0.1534,1,0.0937,0,0,0,0
rq5fm77urk0d1.webp,1,2,5,5,0.9989,adaptive,0.1274,1,0.0829,0,0,0,0
rq5fm77urk0d1.webp,1,5,2,2,0.9998,adaptive,0.1306,1,0.0735,0,0,0,0
rq5fm77urk0d1.webp,1,6,9,9,0.9999,adaptive,0.1513,1,0.0934,0,0,0,0
rq5fm77urk0d1.webp,1,7,7,7,0.9998,adaptive,0.1407,2,0.0526,0,1,0,0
rq5fm77urk0d1.webp,1,8,6,6,0.9998,adaptive,0.1612,2,0.09,0,1,0,0
rq5fm77urk0d1.webp,2,1,2,2,0.9997,adaptive,0.1129,1,0.0691,0,0,0,0
rq5fm77urk0d1.webp,2,3,7,7,0.9999,adaptive,0.098,1,0.0544,0,0,0,0
rq5fm77urk0d1.webp,2,4,6,6,0.9998,adaptive,0.1671,2,0.0939,0,1,0,0
rq5fm77urk0d1.webp,2,6,8,8,1.0,adaptive,0.1368,1,0.0923,0,0,0,0
rq5fm77urk0d1.webp,2,7,5,5,0.9995,adaptive,0.1685,2,0.0836,0,1,0,0
rq5fm77urk0d1.webp,2,9,9,9,0.9999,adaptive,0.1341,2,0.09,0,1,0,0
rq5fm77urk0d1.webp,3,1,6,6,0.9997,adaptive,0.1508,1,0.0932,0,0,0,0
rq5fm77urk0d1.webp,3,4,7,7,0.9998,adaptive,0.1361,2,0.0496,0,1,0,0
rq5fm77urk0d1.webp,3,6,5,5,0.9997,adaptive,0.1389,1,0.0803,0,0,0,0
rq5fm77urk0d1.webp,3,8,2,2,0.9995,adaptive,0.1428,2,0.0719,0,1,0,0
rq5fm77urk0d1.webp,3,9,8,8,1.0,adaptive,0.1517,2,0.0941,0,1,0,0
rq5fm77urk0d1.webp,4,1,9,9,0.9999,adaptive,0.1662,2,0.0918,0,1,0,0
rq5fm77urk0d1.webp,4,2,7,7,0.9998,adaptive,0.1214,2,0.0528,0,1,0,0
rq5fm77urk0d1.webp,4,3,2,2,0.9998,adaptive,0.157,2,0.0721,0,1,0,0
rq5fm77urk0d1.webp,4,4,8,8,1.0,adaptive,0.2055,4,0.0923,1,2,0,0
rq5fm77urk0d1.webp,4,7,6,6,0.9999,adaptive,0.2068,3,0.0927,0,2,0,0
rq5fm77urk0d1.webp,4,9,5,5,0.9998,adaptive,0.1671,3,0.0806,0,2,0,0
rq5fm77urk0d1.webp,5,1,3,3,0.9997,adaptive,0.1341,1,0.0764,0,0,0,0
rq5fm77urk0d1.webp,5,2,8,8,1.0,adaptive,0.1508,1,0.0939,0,0,0,0
rq5fm77urk0d1.webp,5,4,5,5,0.9995,adaptive,0.1703,2,0.084,0,1,0,0
rq5fm77urk0d1.webp,5,5,6,6,0.9999,adaptive,0.1648,1,0.0907,0,0,0,0
rq5fm77urk0d1.webp,5,7,2,2,0.999,adaptive,0.1531,2,0.0675,0,1,0,0
rq5fm77urk0d1.webp,5,8,9,9,1.0,adaptive,0.1449,2,0.0918,0,1,0,0
rq5fm77urk0d1.webp,5,9,7,7,0.9999,adaptive,0.101,2,0.0558,0,1,0,0
rq5fm77urk0d1.webp,6,1,5,5,0.9999,adaptive,0.1375,1,0.0797,0,0,0,0
rq5fm77urk0d1.webp,6,3,6,6,0.9995,adaptive,0.1485,1,0.0904,0,0,0,0
rq5fm77urk0d1.webp,6,4,9,9,0.9999,adaptive,0.1775,2,0.0907,0,1,0,0
rq5fm77urk0d1.webp,6,5,7,7,0.9997,adaptive,0.0948,1,0.0496,0,0,0,0
rq5fm77urk0d1.webp,6,6,2,2,0.9996,adaptive,0.1313,1,0.0716,0,0,0,0
rq5fm77urk0d1.webp,6,8,8,8,1.0,adaptive,0.1536,3,0.0948,1,1,0,0
rq5fm77urk0d1.webp,7,2,2,2,0.9997,adaptive,0.1545,2,0.0712,0,1,0,0
rq5fm77urk0d1.webp,7,3,5,5,0.9993,adaptive,0.1701,2,0.0843,0,1,0,0
rq5fm77urk0d1.webp,7,5,9,9,0.9999,adaptive,0.1903,2,0.0923,0,1,0,0
rq5fm77urk0d1.webp,7,7,8,8,1.0,adaptive,0.2084,2,0.093,0,0,1,0
rq5fm77urk0d1.webp,7,8,7,7,0.9998,adaptive,0.1543,3,0.0556,0,2,0,0
rq5fm77urk0d1.webp,7,9,6,6,0.9997,adaptive,0.1775,3,0.0911,0,2,0,0
rq5fm77urk0d1.webp,8,2,6,6,0.9998,adaptive,0.1485,2,0.0921,0,1,0,0
rq5fm77urk0d1.webp,8,3,8,8,1.0,adaptive,0.1534,2,0.0948,0,1,0,0
rq5fm77urk0d1.webp,8,5,5,5,0.9989,adaptive,0.1453,2,0.0831,0,1,0,0
rq5fm77urk0d1.webp,8,6,7,7,1.0,adaptive,0.1171,3,0.0551,1,1,0,0
rq5fm77urk0d1.webp,8,7,9,9,0.9999,adaptive,0.1908,3,0.0923,0,2,0,0
rq5fm77urk0d1.webp,8,8,3,3,0.9991,adaptive,0.1366,4,0.0767,1,2,0,0
rq5fm77urk0d1.webp,8,9,2,2,0.9995,adaptive,0.127,3,0.0684,0,2,0,0
rq5fm77urk0d1.webp,9,1,7,7,0.9998,adaptive,0.1088,2,0.0507,0,1,0,0
rq5fm77urk0d1.webp,9,4,2,2,0.9999,adaptive,0.1614,3,0.0746,0,2,0,0
rq5fm77urk0d1.webp,9,5,8,8,1.0,adaptive,0.1545,2,0.096,0,1,0,0
rq5fm77urk0d1.webp,9,6,6,6,0.9995,adaptive,0.1508,2,0.0911,0,1,0,0
rq5fm77urk0d1.webp,9,7,1,1,0.9815,adaptive,0.1318,3,0.045,0,2,0,0
rq5fm77urk0d1.webp,9,8,5,5,0.9945,adaptive,0.1384,3,0.0792,0,2,0,0
rq5fm77urk0d1.webp,9,9,4,4,1.0,adaptive,0.1338,2,0.0742,0,0,1,0
1fpguv3t969c1.webp,1,1,1,1,0.9993,adaptive,0.1107,1,0.0514,0,0,0,0
1fpguv3t969c1.webp,1,2,8,8,1.0,adaptive,0.1568,1,0.0992,0,0,0,0
1fpguv3t969c1.webp,1,4,9,9,1.0,adaptive,0.1747,1,0.0875,0,0,0,0
1fpguv3t969c1.webp,1,5,2,2,0.9999,adaptive,0.1403,1,0.082,0,0,0,0
1fpguv3t969c1.webp,1,7,4,4,1.0,adaptive,0.1561,2,0.0826,0,1,0,0
1fpguv3t969c1.webp,1,8,7,7,0.9999,adaptive,0.1189,2,0.0608,0,1,0,0
1fpguv3t969c1.webp,1,9,6,6,1.0,adaptive,0.1458,2,0.0875,0,1,0,0
1fpguv3t969c1.webp,2,2,9,9,1.0,adaptive,0.1439,1,0.0865,0,0,0,0
1fpguv3t969c1.webp,2,3,7,7,0.9999,adaptive,0.1205,1,0.0636,0,0,0,0
1fpguv3t969c1.webp,2,5,1,1,0.9989,adaptive,0.1116,1,0.0528,0,0,0,0
1fpguv3t969c1.webp,2,6,6,6,1.0,adaptive,0.1462,1,0.0875,0,0,0,0
1fpguv3t969c1.webp,2,7,2,2,0.9998,adaptive,0.1373,2,0.0787,0,1,0,0
1fpguv3t969c1.webp,2,8,8,8,1.0,adaptive,0.155,2,0.0994,0,1,0,0
1fpguv3t969c1.webp,2,9,3,3,0.9999,adaptive,0.129,2,0.0838,0,1,0,0
1fpguv3t969c1.webp,3,1,6,6,1.0,adaptive,0.1439,1,0.0863,0,0,0,0
1fpguv3t969c1.webp,3,2,2,2,0.9999,adaptive,0.1414,1,0.0836,0,0,0,0
1fpguv3t969c1.webp,3,4,8,8,1.0,adaptive,0.1724,1,0.1003,0,0,0,0
1fpguv3t969c1.webp,3,5,7,7,1.0,adaptive,0.1279,1,0.0645,0,0,0,0
1fpguv3t969c1.webp,3,7,9,9,1.0,adaptive,0.1439,2,0.0859,0,1,0,0
1fpguv3t969c1.webp,3,8,1,1,0.999,adaptive,0.1086,2,0.0468,0,1,0,0
1fpguv3t969c1.webp,3,9,5,5,1.0,adaptive,0.129,2,0.0879,0,1,0,0
1fpguv3t969c1.webp,4,1,2,2,0.9998,adaptive,0.1687,1,0.081,0,0,0,0
1fpguv3t969c1.webp,4,2,5,5,1.0,adaptive,0.1433,1,0.0868,0,0,0,0
1fpguv3t969c1.webp,4,3,1,1,0.9985,adaptive,0.1499,1,0.0514,0,0,0,0
1fpguv3t969c1.webp,4,4,6,6,1.0,adaptive,0.1873,1,0.0872,0,0,0,0
1fpguv3t969c1.webp,4,5,8,8,1.0,adaptive,0.1855,1,0.1001,0,0,0,0
1fpguv3t969c1.webp,4,6,9,9,1.0,adaptive,0.1708,1,0.0863,0,0,0,0
1fpguv3t969c1.webp,4,7,3,3,0.9999,adaptive,0.1726,2,0.0838,0,1,0,0
1fpguv3t969c1.webp,4,8,4,4,1.0,adaptive,0.1538,2,0.0808,0,1,0,0
1fpguv3t969c1.webp,4,9,7,7,0.9999,adaptive,0.1336,2,0.0606,0,1,0,0
1fpguv3t969c1.webp,5,2,3,3,0.9999,adaptive,0.1403,1,0.0826,0,0,0,0
1fpguv3t969c1.webp,5,4,1,1,0.9993,adaptive,0.1281,1,0.0528,0,0,0,0
1fpguv3t969c1.webp,5,5,5,5,1.0,adaptive,0.1504,5,0.0868,4,0,0,0
1fpguv3t969c1.webp,5,6,7,7,0.9999,adaptive,0.1458,1,0.0597,0,0,0,0
1fpguv3t969c1.webp,5,7,6,6,1.0,adaptive,0.1586,2,0.087,0,1,0,0
1fpguv3t969c1.webp,5,8,2,2,0.9998,adaptive,0.1517,2,0.0799,0,1,0,0
1fpguv3t969c1.webp,5,9,9,9,1.0,adaptive,0.1579,2,0.0856,0,1,0,0
1fpguv3t969c1.webp,6,1,7,7,0.9999,adaptive,0.1201,1,0.062,0,0,0,0
1fpguv3t969c1.webp,6,2,6,6,1.0,adaptive,0.1455,1,0.0872,0,0,0,0
1fpguv3t969c1.webp,6,3,9,9,1.0,adaptive,0.1577,1,0.0865,0,0,0,0
1fpguv3t969c1.webp,6,4,3,3,0.9998,adaptive,0.1561,1,0.0833,0,0,0,0
1fpguv3t969c1.webp,6,5,4,4,1.0,adaptive,0.1671,1,0.0822,0,0,0,0
1fpguv3t969c1.webp,6,6,2,2,0.9996,adaptive,0.1657,1,0.0806,0,0,0,0
1fpguv3t969c1.webp,6,7,8,8,1.0,adaptive,0.1738,2,0.098,0,1,0,0
1fpguv3t969c1.webp,6,8,5,5,1.0,adaptive,0.1437,3,0.0836,1,1,0,0
1fpguv3t969c1.webp,6,9,1,1,0.9987,adaptive,0.1334,3,0.0512,2,0,0,0
1fpguv3t969c1.webp,7,1,3,3,0.9999,adaptive,0.171,2,0.0831,0,1,0,0
1fpguv3t969c1.webp,7,2,4,4,1.0,adaptive,0.1625,2,0.0769,0,1,0,0
1fpguv3t969c1.webp,7,5,6,6,1.0,adaptive,0.1607,2,0.0859,0,1,0,0
1fpguv3t969c1.webp,7,6,1,1,0.999,adaptive,0.1233,2,0.0484,0,1,0,0
1fpguv3t969c1.webp,7,7,7,7,1.0,adaptive,0.1485,2,0.0597,0,0,1,0
1fpguv3t969c1.webp,7,8,9,9,1.0,adaptive,0.1582,3,0.0865,0,2,0,0
1fpguv3t969c1.webp,8,1,9,9,1.0,adaptive,0.1556,2,0.0843,0,1,0,0
1fpguv3t969c1.webp,8,2,1,1,0.999,adaptive,0.1102,2,0.0514,0,1,0,0
1fpguv3t969c1.webp,8,3,2,2,0.9999,adaptive,0.1382,2,0.0799,0,1,0,0
1fpguv3t969c1.webp,8,4,7,7,0.9999,adaptive,0.1446,2,0.0588,0,1,0,0
1fpguv3t969c1.webp,8,5,3,3,0.9999,adaptive,0.1568,2,0.0854,0,1,0,0
1fpguv3t969c1.webp,8,6,8,8,1.0,adaptive,0.1683,2,0.0971,0,1,0,0
1fpguv3t969c1.webp,8,7,5,5,1.0,adaptive,0.1556,3,0.0838,0,2,0,0
