photo,row,col,gt,pred,conf,threshold,fg_frac,post_ink_frac,comps,largest_frac,tiny_removed,grid_removed,corner_removed,merged
ju8gg6b80v0d1.webp,8,1,0,0,0.9569,adaptive,0.0301,0.0,0,0.0,0,0,0,0
ju8gg6b80v0d1.webp,8,2,3,3,0.9988,adaptive,0.0778,0.0774,1,0.0774,0,0,0,0
ju8gg6b80v0d1.webp,8,3,0,0,0.9569,adaptive,0.0301,0.0,0,0.0,0,0,0,0
ju8gg6b80v0d1.webp,8,4,0,0,0.9569,adaptive,0.0303,0.0,0,0.0,0,0,0,0
ju8gg6b80v0d1.webp,8,5,7,7,0.9989,adaptive,0.0702,0.07,1,0.07,0,0,0,0
ju8gg6b80v0d1.webp,8,6,0,0,0.9569,adaptive,0.0301,0.0,0,0.0,0,0,0,0
ju8gg6b80v0d1.webp,8,7,0,0,0.9569,adaptive,0.0156,0.0,0,0.0,0,0,0,0
ju8gg6b80v0d1.webp,8,8,0,0,0.9569,adaptive,0.0011,0.0,0,0.0,0,0,0,0
ju8gg6b80v0d1.webp,8,9,0,0,0.9569,adaptive,0.0448,0.0,0,0.0,0,0,0,0
ju8gg6b80v0d1.webp,9,1,0,0,0.9569,adaptive,0.0726,0.0,0,0.0,0,0,0,0
ju8gg6b80v0d1.webp,9,2,0,0,0.9569,adaptive,0.0448,0.0,0,0.0,0,0,0,0
ju8gg6b80v0d1.webp,9,3,4,4,0.959,adaptive,0.1455,0.0731,1,0.0731,0,0,0,0
ju8gg6b80v0d1.webp,9,4,6,6,0.9879,adaptive,0.1671,0.0945,1,0.0945,0,0,0,0
ju8gg6b80v0d1.webp,9,5,0,0,0.9569,adaptive,0.0448,0.0,0,0.0,0,0,0,0
ju8gg6b80v0d1.webp,9,6,0,0,0.9569,adaptive,0.0733,0.0,0,0.0,0,0,0,0
ju8gg6b80v0d1.webp,9,7,0,0,0.9569,adaptive,0.0584,0.0,0,0.0,0,0,0,0
ju8gg6b80v0d1.webp,9,8,0,0,0.9569,adaptive,0.0457,0.0,0,0.0,0,0,0,0
ju8gg6b80v0d1.webp,9,9,2,2,0.9956,adaptive,0.1706,0.0833,1,0.0833,0,0,0,0
wnijnnxmeyzc1.webp,1,3,5,5,0.998,adaptive,0.1274,0.084,1,0.084,0,0,0,0
wnijnnxmeyzc1.webp,1,4,4,4,0.9673,adaptive,0.1174,0.0733,1,0.0733,0,0,0,0
wnijnnxmeyzc1.webp,1,5,8,8,0.9993,adaptive,0.1214,0.1063,1,0.1063,0,0,0,0
wnijnnxmeyzc1.webp,1,6,3,3,0.9955,adaptive,0.1212,0.0771,1,0.0771,0,0,0,0
wnijnnxmeyzc1.webp,1,9,6,6,0.9837,adaptive,0.1406,0.0965,1,0.0965,0,0,0,0
wnijnnxmeyzc1.webp,2,7,3,3,0.9981,adaptive,0.1079,0.0778,1,0.0778,0,0,0,0
wnijnnxmeyzc1.webp,2,8,4,4,0.9411,adaptive,0.0785,0.0781,1,0.0781,0,0,0,0
wnijnnxmeyzc1.webp,3,1,7,7,0.9987,adaptive,0.1183,0.0662,1,0.0662,0,0,0,0
wnijnnxmeyzc1.webp,3,2,4,4,0.8818,adaptive,0.1108,0.0807,1,0.0807,0,0,0,0
wnijnnxmeyzc1.webp,3,3,3,3,0.9984,adaptive,0.1374,0.0786,1,0.0786,0,0,0,0
wnijnnxmeyzc1.webp,3,5,1,1,0.9938,adaptive,0.0925,0.0626,1,0.0626,0,0,0,0
wnijnnxmeyzc1.webp,4,1,3,3,0.9973,adaptive,0.1236,0.0777,1,0.0777,0,0,0,0
wnijnnxmeyzc1.webp,4,2,9,9,0.9995,adaptive,0.1309,0.1006,1,0.1006,0,0,0,0
wnijnnxmeyzc1.webp,4,3,4,4,0.9207,adaptive,0.1325,0.0748,1,0.0748,0,0,0,0
wnijnnxmeyzc1.webp,4,4,2,2,0.9925,adaptive,0.1677,0.0849,1,0.0849,0,0,0,0
wnijnnxmeyzc1.webp,4,5,6,6,0.9884,adaptive,0.1284,0.0984,1,0.0984,0,0,0,0
wnijnnxmeyzc1.webp,4,6,7,7,0.9991,adaptive,0.1268,0.0688,1,0.0688,0,0,0,0
wnijnnxmeyzc1.webp,5,5,9,9,0.9992,adaptive,0.0992,0.0992,1,0.0992,0,0,0,0
wnijnnxmeyzc1.webp,5,9,7,7,0.9992,adaptive,0.097,0.0672,1,0.0672,0,0,0,0
wnijnnxmeyzc1.webp,6,1,6,6,0.9763,adaptive,0.1452,0.096,1,0.096,0,0,0,0
wnijnnxmeyzc1.webp,6,2,5,5,0.9987,adaptive,0.1151,0.0837,1,0.0837,0,0,0,0
wnijnnxmeyzc1.webp,6,3,7,7,0.9982,adaptive,0.1305,0.0708,1,0.0708,0,0,0,0
wnijnnxmeyzc1.webp,6,4,8,8,0.9996,adaptive,0.1744,0.1038,1,0.1038,0,0,0,0
wnijnnxmeyzc1.webp,6,6,1,1,0.995,adaptive,0.1203,0.0617,1,0.0617,0,0,0,0
wnijnnxmeyzc1.webp,7,1,4,4,0.9003,adaptive,0.1256,0.0784,1,0.0784,0,0,0,0
wnijnnxmeyzc1.webp,7,3,9,9,0.9995,adaptive,0.1566,0.0978,1,0.0978,0,0,0,0
wnijnnxmeyzc1.webp,7,6,8,8,0.999,adaptive,0.1657,0.1069,1,0.1069,0,0,0,0
wnijnnxmeyzc1.webp,8,1,8,8,0.9986,adaptive,0.1239,0.1088,1,0.1088,0,0,0,0
wnijnnxmeyzc1.webp,8,2,7,7,0.9988,adaptive,0.0684,0.0682,1,0.0682,0,0,0,0
wnijnnxmeyzc1.webp,8,3,6,6,0.9844,adaptive,0.1278,0.0979,1,0.0979,0,0,0,0
wnijnnxmeyzc1.webp,8,6,9,9,0.9993,adaptive,0.1296,0.0995,1,0.0995,0,0,0,0
wnijnnxmeyzc1.webp,8,9,5,5,0.9977,adaptive,0.1117,0.0816,1,0.0816,0,0,0,0
wnijnnxmeyzc1.webp,9,1,5,5,0.9986,adaptive,0.1147,0.0842,1,0.0842,0,0,0,0
wnijnnxmeyzc1.webp,9,7,9,9,0.9995,adaptive,0.1408,0.0958,1,0.0958,0,0,0,0
wnijnnxmeyzc1.webp,9,8,8,8,0.9989,adaptive,0.119,0.104,1,0.104,0,0,0,0
xlqt9nwk960d1.webp,1,2,7,7,0.9977,adaptive,0.1531,0.0665,2,0.0665,1,0,0,0
xlqt9nwk960d1.webp,1,4,3,3,0.9973,adaptive,0.174,0.0851,4,0.0851,3,0,0,0
xlqt9nwk960d1.webp,1,5,4,4,0.9973,adaptive,0.1635,0.0785,5,0.0785,4,0,0,0
xlqt9nwk960d1.webp,1,8,2,2,0.9975,adaptive,0.1782,0.0844,11,0.0844,10,0,0,0
xlqt9nwk960d1.webp,1,9,9,9,0.9947,adaptive,0.178,0.0916,3,0.0916,2,0,0,0
xlqt9nwk960d1.webp,2,1,2,2,0.9942,adaptive,0.1536,0.0828,3,0.0828,2,0,0,0
xlqt9nwk960d1.webp,2,3,4,4,0.9983,adaptive,0.1536,0.0782,7,0.0782,6,0,0,0
xlqt9nwk960d1.webp,2,5,7,7,0.9989,adaptive,0.1272,0.0696,5,0.0696,4,0,0,0
xlqt9nwk960d1.webp,2,8,5,5,0.9995,adaptive,0.1534,0.0921,10,0.0921,9,0,0,0
xlqt9nwk960d1.webp,3,2,8,8,0.9894,adaptive,0.1603,0.0966,5,0.0966,4,0,0,0
xlqt9nwk960d1.webp,3,3,9,9,0.9978,adaptive,0.1657,0.0927,6,0.0927,5,0,0,0
xlqt9nwk960d1.webp,3,4,2,2,0.9956,adaptive,0.1617,0.0826,11,0.0826,10,0,0,0
xlqt9nwk960d1.webp,3,6,6,6,0.9346,adaptive,0.1524,0.0916,6,0.0916,5,0,0,0
xlqt9nwk960d1.webp,3,8,4,4,0.9978,adaptive,0.1416,0.0819,2,0.0819,1,0,0,0
xlqt9nwk960d1.webp,4,2,9,9,0.9928,adaptive,0.1515,0.0914,6,0.0914,5,0,0,0
xlqt9nwk960d1.webp,4,3,7,7,0.9988,adaptive,0.1268,0.0666,5,0.0666,4,0,0,0
xlqt9nwk960d1.webp,4,7,2,2,0.9958,adaptive,0.1415,0.0826,4,0.0826,3,0,0,0
xlqt9nwk960d1.webp,5,5,8,8,0.9923,adaptive,0.1403,0.0989,3,0.0989,2,0,0,0
xlqt9nwk960d1.webp,5,7,5,5,0.9993,adaptive,0.1431,0.0893,6,0.0893,5,0,0,0
xlqt9nwk960d1.webp,6,4,7,7,0.9987,adaptive,0.1196,0.0648,5,0.0648,4,0,0,0
xlqt9nwk960d1.webp,6,5,3,3,0.9985,adaptive,0.1386,0.0839,8,0.0839,7,0,0,0
xlqt9nwk960d1.webp,6,9,4,4,0.9971,adaptive,0.1343,0.0753,7,0.0753,6,0,0,0
xlqt9nwk960d1.webp,7,1,7,7,0.9987,adaptive,0.1495,0.0617,2,0.0617,1,0,0,0
xlqt9nwk960d1.webp,7,2,4,4,0.9972,adaptive,0.1359,0.0791,1,0.0791,0,0,0,0
xlqt9nwk960d1.webp,7,3,3,3,0.9984,adaptive,0.1537,0.08,4,0.08,3,0,0,0
xlqt9nwk960d1.webp,7,6,1,1,0.9972,adaptive,0.1299,0.0617,3,0.0617,2,0,0,0
xlqt9nwk960d1.webp,7,8,8,8,0.9864,adaptive,0.1588,0.0943,4,0.0943,3,0,0,0
xlqt9nwk960d1.webp,7,9,2,2,0.9955,adaptive,0.1448,0.0815,7,0.0815,6,0,0,0
xlqt9nwk960d1.webp,8,1,9,9,0.9966,adaptive,0.175,0.0907,1,0.0907,0,0,0,0
xlqt9nwk960d1.webp,8,2,6,6,0.8625,adaptive,0.1453,0.0911,2,0.0911,1,0,0,0
xlqt9nwk960d1.webp,8,5,2,2,0.9947,adaptive,0.1527,0.0847,1,0.0847,0,0,0,0
xlqt9nwk960d1.webp,8,6,3,3,0.9987,adaptive,0.1547,0.0816,5,0.0816,4,0,0,0
xlqt9nwk960d1.webp,8,9,5,5,0.9986,adaptive,0.1624,0.085,5,0.085,4,0,0,0
xlqt9nwk960d1.webp,9,6,7,7,0.9985,adaptive,0.1272,0.0628,7,0.0628,6,0,0,0
xlqt9nwk960d1.webp,9,8,3,3,0.9988,adaptive,0.135,0.0816,2,0.0816,1,0,0,0
0t1g4k7u4lec1.jpeg,1,1,3,3,0.9896,adaptive,0.2272,0.0875,1,0.0875,0,0,0,0
0t1g4k7u4lec1.jpeg,1,2,0,0,0.9569,adaptive,0.0993,0.0,0,0.0,0,0,0,0
0t1g4k7u4lec1.jpeg,1,3,0,0,0.9569,adaptive,0.1354,0.0,0,0.0,0,0,0,0
0t1g4k7u4lec1.jpeg,1,4,0,0,0.9569,adaptive,0.1406,0.0,0,0.0,0,0,0,0
0t1g4k7u4lec1.jpeg,1,5,6,6,0.9607,adaptive,0.197,0.0979,1,0.0979,0,0,0,0
0t1g4k7u4lec1.jpeg,1,6,0,0,0.9569,adaptive,0.1395,0.0,0,0.0,0,0,0,0
0t1g4k7u4lec1.jpeg,1,7,0,0,0.9569,adaptive,0.1395,0.0,0,0.0,0,0,0,0
0t1g4k7u4lec1.jpeg,1,8,0,0,0.9569,adaptive,0.0993,0.0,0,0.0,0,0,0,0
0t1g4k7u4lec1.jpeg,1,9,0,0,0.9569,adaptive,0.1281,0.0,0,0.0,0,0,0,0
0t1g4k7u4lec1.jpeg,2,1,8,8,0.9947,adaptive,0.2001,0.1004,1,0.1004,0,0,0,0
0t1g4k7u4lec1.jpeg,2,2,0,0,0.9569,adaptive,0.0574,0.0,0,0.0,0,0,0,0
0t1g4k7u4lec1.jpeg,2,3,0,0,0.9569,adaptive,0.0857,0.0,0,0.0,0,0,0,0
0t1g4k7u4lec1.jpeg,2,4,0,0,0.9569,adaptive,0.1002,0.0,0,0.0,0,0,0,0
0t1g4k7u4lec1.jpeg,2,5,0,0,0.9569,adaptive,0.0576,0.0,0,0.0,0,0,0,0
0t1g4k7u4lec1.jpeg,2,6,0,0,0.9569,adaptive,0.1002,0.0,0,0.0,0,0,0,0
0t1g4k7u4lec1.jpeg,2,7,7,7,0.9997,adaptive,0.1585,0.059,1,0.059,0,0,0,0
0t1g4k7u4lec1.jpeg,2,8,0,0,0.9569,adaptive,0.0579,0.0,0,0.0,0,0,0,0
0t1g4k7u4lec1.jpeg,2,9,0,0,0.9569,adaptive,0.0873,0.0,0,0.0,0,0,0,0
0t1g4k7u4lec1.jpeg,3,1,0,0,0.9569,adaptive,0.1274,0.0,0,0.0,0,0,0,0
0t1g4k7u4lec1.jpeg,3,2,0,0,0.9569,adaptive,0.0855,0.0,0,0.0,0,0,0,0
0t1g4k7u4lec1.jpeg,3,3,4,4,0.9982,adaptive,0.1916,0.0773,1,0.0773,0,0,0,0
0t1g4k7u4lec1.jpeg,3,4,5,5,0.9963,adaptive,0.2152,0.0875,1,0.0875,0,0,0,0
0t1g4k7u4lec1.jpeg,3,5,0,0,0.9569,adaptive,0.0855,0.0,0,0.0,0,0,0,0
0t1g4k7u4lec1.jpeg,3,6,1,1,0.9931,adaptive,0.1755,0.0486,1,0.0486,0,0,0,0
0t1g4k7u4lec1.jpeg,3,7,0,0,0.9569,adaptive,0.1268,0.0,0,0.0,0,0,0,0
0t1g4k7u4lec1.jpeg,3,8,0,0,0.9569,adaptive,0.0862,0.0,0,0.0,0,0,0,0
0t1g4k7u4lec1.jpeg,3,9,0,0,0.9569,adaptive,0.1268,0.0,0,0.0,0,0,0,0
0t1g4k7u4lec1.jpeg,4,1,1,1,0.992,adaptive,0.188,0.0477,1,0.0477,0,0,0,0
0t1g4k7u4lec1.jpeg,4,2,0,0,0.9569,adaptive,0.0991,0.0,0,0.0,0,0,0,0
0t1g4k7u4lec1.jpeg,4,3,0,0,0.9569,adaptive,0.1276,0.0,0,0.0,0,0,0,0
0t1g4k7u4lec1.jpeg,4,4,0,0,0.9569,adaptive,0.1403,0.0,0,0.0,0,0,0,0
0t1g4k7u4lec1.jpeg,4,5,9,9,0.9968,adaptive,0.194,0.095,1,0.095,0,0,0,0
0t1g4k7u4lec1.jpeg,4,6,3,3,0.9875,adaptive,0.2263,0.0864,1,0.0864,0,0,0,0
0t1g4k7u4lec1.jpeg,4,7,0,0,0.9569,adaptive,0.1388,0.0,0,0.0,0,0,0,0
0t1g4k7u4lec1.jpeg,4,8,6,6,0.8801,adaptive,0.1972,0.0972,1,0.0972,0,0,0,0
0t1g4k7u4lec1.jpeg,4,9,7,7,0.9994,adaptive,0.1987,0.0581,1,0.0581,0,0,0,0
0t1g4k7u4lec1.jpeg,5,1,0,0,0.9569,adaptive,0.0995,0.0,0,0.0,0,0,0,0
0t1g4k7u4lec1.jpeg,5,2,9,9,0.9935,adaptive,0.1531,0.096,1,0.096,0,0,0,0
0t1g4k7u4lec1.jpeg,5,3,0,0,0.9569,adaptive,0.0857,0.0,0,0.0,0,0,0,0
0t1g4k7u4lec1.jpeg,5,4,0,0,0.9569,adaptive,0.1,0.0,0,0.0,0,0,0,0
0t1g4k7u4lec1.jpeg,5,5,0,0,0.9569,adaptive,0.0579,0.0,0,0.0,0,0,0,0
0t1g4k7u4lec1.jpeg,5,6,0,0,0.9569,adaptive,0.1004,0.0,0,0.0,0,0,0,0
0t1g4k7u4lec1.jpeg,5,7,0,0,0.9569,adaptive,0.0934,0.0,0,0.0,0,0,0,0
0t1g4k7u4lec1.jpeg,5,8,3,3,0.986,adaptive,0.146,0.0877,1,0.0877,0,0,0,0
0t1g4k7u4lec1.jpeg,5,9,0,0,0.9569,adaptive,0.1015,0.0,0,0.0,0,0,0,0
0t1g4k7u4lec1.jpeg,6,1,7,7,0.9995,adaptive,0.1909,0.0606,1,0.0606,0,0,0,0
0t1g4k7u4lec1.jpeg,6,2,3,3,0.9932,adaptive,0.187,0.0882,1,0.0882,0,0,0,0
0t1g4k7u4lec1.jpeg,6,3,0,0,0.9569,adaptive,0.1263,0.0,0,0.0,0,0,0,0
0t1g4k7u4lec1.jpeg,6,4,1,1,0.9928,adaptive,0.1873,0.0477,1,0.0477,0,0,0,0
0t1g4k7u4lec1.jpeg,6,5,8,8,0.9959,adaptive,0.1997,0.1006,1,0.1006,0,0,0,0
0t1g4k7u4lec1.jpeg,6,6,0,0,0.9569,adaptive,0.1395,0.0,0,0.0,0,0,0,0
0t1g4k7u4lec1.jpeg,6,7,0,0,0.9569,adaptive,0.1265,0.0,0,0.0,0,0,0,0
0t1g4k7u4lec1.jpeg,6,8,0,0,0.9569,adaptive,0.1004,0.0,0,0.0,0,0,0,0
0t1g4k7u4lec1.jpeg,6,9,2,2,0.9991,adaptive,0.2272,0.0871,1,0.0871,0,0,0,0
0t1g4k7u4lec1.jpeg,7,1,0,0,0.9569,adaptive,0.139,0.0,0,0.0,0,0,0,0
0t1g4k7u4lec1.jpeg,7,2,0,0,0.9569,adaptive,0.0997,0.0,0,0.0,0,0,0,0
0t1g4k7u4lec1.jpeg,7,3,1,1,0.9773,adaptive,0.1771,0.0503,1,0.0503,0,0,0,0
0t1g4k7u4lec1.jpeg,7,4,0,0,0.9569,adaptive,0.1388,0.0,0,0.0,0,0,0,0
0t1g4k7u4lec1.jpeg,7,5,0,0,0.9569,adaptive,0.0943,0.0,0,0.0,0,0,0,0
0t1g4k7u4lec1.jpeg,7,6,6,6,0.9458,adaptive,0.2221,0.0949,1,0.0949,0,0,0,0
0t1g4k7u4lec1.jpeg,7,7,2,2,0.9983,adaptive,0.1978,0.0838,1,0.0838,0,0,0,0
0t1g4k7u4lec1.jpeg,7,8,0,0,0.9569,adaptive,0.0868,0.0,0,0.0,0,0,0,0
0t1g4k7u4lec1.jpeg,7,9,0,0,0.9569,adaptive,0.1276,0.0,0,0.0,0,0,0,0
0t1g4k7u4lec1.jpeg,8,1,0,0,0.9569,adaptive,0.0882,0.0,0,0.0,0,0,0,0
0t1g4k7u4lec1.jpeg,8,2,0,0,0.9569,adaptive,0.0537,0.0,0,0.0,0,0,0,0
0t1g4k7u4lec1.jpeg,8,3,8,8,0.9811,adaptive,0.1832,0.0979,1,0.0979,0,0,0,0
0t1g4k7u4lec1.jpeg,8,4,0,0,0.9569,adaptive,0.0993,0.0,0,0.0,0,0,0,0
0t1g4k7u4lec1.jpeg,8,5,0,0,0.9569,adaptive,0.0567,0.0,0,0.0,0,0,0,0
0t1g4k7u4lec1.jpeg,8,6,0,0,0.9569,adaptive,0.1,0.0,0,0.0,0,0,0,0
0t1g4k7u4lec1.jpeg,8,7,0,0,0.9569,adaptive,0.0862,0.0,0,0.0,0,0,0,0
0t1g4k7u4lec1.jpeg,8,8,0,0,0.9569,adaptive,0.0588,0.0,0,0.0,0,0,0,0
0t1g4k7u4lec1.jpeg,8,9,5,5,0.9972,adaptive,0.1868,0.0853,1,0.0853,0,0,0,0
0t1g4k7u4lec1.jpeg,9,1,0,0,0.9569,adaptive,0.1403,0.0,0,0.0,0,0,0,0
0t1g4k7u4lec1.jpeg,9,2,0,0,0.9569,adaptive,0.0997,0.0,0,0.0,0,0,0,0
0t1g4k7u4lec1.jpeg,9,3,0,0,0.9569,adaptive,0.1268,0.0,0,0.0,0,0,0,0
0t1g4k7u4lec1.jpeg,9,4,0,0,0.9569,adaptive,0.1399,0.0,0,0.0,0,0,0,0
0t1g4k7u4lec1.jpeg,9,5,1,1,0.9787,adaptive,0.1488,0.0502,1,0.0502,0,0,0,0
0t1g4k7u4lec1.jpeg,9,6,0,0,0.9569,adaptive,0.1392,0.0,0,0.0,0,0,0,0
0t1g4k7u4lec1.jpeg,9,7,0,0,0.9569,adaptive,0.1261,0.0,0,0.0,0,0,0,0
0t1g4k7u4lec1.jpeg,9,8,0,0,0.9569,adaptive,0.111,0.0,0,0.0,0,0,0,0
0t1g4k7u4lec1.jpeg,9,9,4,4,0.9989,adaptive,0.2103,0.0693,1,0.0693,0,0,0,0
rq5fm77urk0d1.webp,1,1,8,8,0.9988,adaptive,0.1497,0.0909,1,0.0909,0,0,0,0
rq5fm77urk0d1.webp,1,2,5,5,0.9922,adaptive,0.1251,0.0816,1,0.0816,0,0,0,0
rq5fm77urk0d1.webp,1,5,2,2,0.9986,adaptive,0.1156,0.0724,1,0.0724,0,0,0,0
rq5fm77urk0d1.webp,1,6,9,9,0.9948,adaptive,0.149,0.0907,1,0.0907,0,0,0,0
rq5fm77urk0d1.webp,1,7,7,7,0.9967,adaptive,0.1352,0.051,1,0.051,0,0,0,0
rq5fm77urk0d1.webp,1,8,6,6,0.9529,adaptive,0.1456,0.0886,1,0.0886,0,0,0,0
rq5fm77urk0d1.webp,2,1,2,2,0.9989,adaptive,0.1115,0.0681,1,0.0681,0,0,0,0
rq5fm77urk0d1.webp,2,3,7,7,0.9985,adaptive,0.0966,0.0536,1,0.0536,0,0,0,0
rq5fm77urk0d1.webp,2,4,6,6,0.9131,adaptive,0.1497,0.0925,1,0.0925,0,0,0,0
rq5fm77urk0d1.webp,2,6,8,8,0.9963,adaptive,0.1343,0.0909,1,0.0909,0,0,0,0
rq5fm77urk0d1.webp,2,7,5,5,0.9886,adaptive,0.1513,0.0823,1,0.0823,0,0,0,0
rq5fm77urk0d1.webp,2,9,9,9,0.9958,adaptive,0.1316,0.0886,1,0.0886,0,0,0,0
rq5fm77urk0d1.webp,3,1,6,6,0.9389,adaptive,0.1591,0.0904,1,0.0904,0,0,0,0
rq5fm77urk0d1.webp,3,4,7,7,0.9958,adaptive,0.1181,0.0481,1,0.0481,0,0,0,0
rq5fm77urk0d1.webp,3,6,5,5,0.9935,adaptive,0.135,0.078,1,0.078,0,0,0,0
rq5fm77urk0d1.webp,3,8,2,2,0.9985,adaptive,0.1266,0.0708,1,0.0708,0,0,0,0
rq5fm77urk0d1.webp,3,9,8,8,0.9969,adaptive,0.1481,0.0913,1,0.0913,0,0,0,0
rq5fm77urk0d1.webp,4,1,9,9,0.9929,adaptive,0.1744,0.0891,1,0.0891,0,0,0,0
rq5fm77urk0d1.webp,4,2,7,7,0.998,adaptive,0.1221,0.052,1,0.052,0,0,0,0
rq5fm77urk0d1.webp,4,3,2,2,0.9988,adaptive,0.151,0.0699,1,0.0699,0,0,0,0
rq5fm77urk0d1.webp,4,4,8,8,0.9988,adaptive,0.174,0.0896,1,0.0896,0,0,0,0
rq5fm77urk0d1.webp,4,7,6,6,0.9525,adaptive,0.1726,0.09,1,0.09,0,0,0,0
rq5fm77urk0d1.webp,4,9,5,5,0.9909,adaptive,0.1499,0.0782,1,0.0782,0,0,0,0
rq5fm77urk0d1.webp,5,1,3,3,0.9974,adaptive,0.118,0.0753,1,0.0753,0,0,0,0
rq5fm77urk0d1.webp,5,2,8,8,0.9948,adaptive,0.1226,0.0939,1,0.0939,0,0,0,0
rq5fm77urk0d1.webp,5,4,5,5,0.9809,adaptive,0.1391,0.0828,1,0.0828,0,0,0,0
rq5fm77urk0d1.webp,5,5,6,6,0.9547,adaptive,0.1187,0.0907,1,0.0907,0,0,0,0
rq5fm77urk0d1.webp,5,7,2,2,0.9987,adaptive,0.1137,0.0665,1,0.0665,0,0,0,0
rq5fm77urk0d1.webp,5,8,9,9,0.9968,adaptive,0.1187,0.0918,1,0.0918,0,0,0,0
rq5fm77urk0d1.webp,5,9,7,7,0.9987,adaptive,0.0859,0.055,1,0.055,0,0,0,0
rq5fm77urk0d1.webp,6,1,5,5,0.9892,adaptive,0.1352,0.0773,1,0.0773,0,0,0,0
rq5fm77urk0d1.webp,6,3,6,6,0.8608,adaptive,0.1437,0.0878,1,0.0878,0,0,0,0
rq5fm77urk0d1.webp,6,4,9,9,0.9939,adaptive,0.1584,0.088,1,0.088,0,0,0,0
rq5fm77urk0d1.webp,6,5,7,7,0.9968,adaptive,0.0911,0.0488,1,0.0488,0,0,0,0
rq5fm77urk0d1.webp,6,6,2,2,0.9987,adaptive,0.1272,0.0695,1,0.0695,0,0,0,0
rq5fm77urk0d1.webp,6,8,8,8,0.998,adaptive,0.1495,0.0934,1,0.0934,0,0,0,0
rq5fm77urk0d1.webp,7,2,2,2,0.9993,adaptive,0.1409,0.0701,1,0.0701,0,0,0,0
rq5fm77urk0d1.webp,7,3,5,5,0.9853,adaptive,0.1642,0.0818,1,0.0818,0,0,0,0
rq5fm77urk0d1.webp,7,5,9,9,0.9971,adaptive,0.1612,0.0909,1,0.0909,0,0,0,0
rq5fm77urk0d1.webp,7,7,8,8,0.9953,adaptive,0.1974,0.0902,1,0.0902,0,0,0,0
rq5fm77urk0d1.webp,7,8,7,7,0.9978,adaptive,0.1373,0.0547,1,0.0547,0,0,0,0
rq5fm77urk0d1.webp,7,9,6,6,0.8758,adaptive,0.1477,0.0884,1,0.0884,0,0,0,0
rq5fm77urk0d1.webp,8,2,6,6,0.9378,adaptive,0.1341,0.0921,1,0.0921,0,0,0,0
rq5fm77urk0d1.webp,8,3,8,8,0.9953,adaptive,0.1479,0.0934,1,0.0934,0,0,0,0
rq5fm77urk0d1.webp,8,5,5,5,0.9886,adaptive,0.1253,0.0831,1,0.0831,0,0,0,0
rq5fm77urk0d1.webp,8,6,7,7,0.9988,adaptive,0.1104,0.0543,1,0.0543,0,0,0,0
rq5fm77urk0d1.webp,8,7,9,9,0.9941,adaptive,0.1737,0.0909,1,0.0909,0,0,0,0
rq5fm77urk0d1.webp,8,8,3,3,0.9974,adaptive,0.1329,0.0767,1,0.0767,0,0,0,0
rq5fm77urk0d1.webp,8,9,2,2,0.9989,adaptive,0.1106,0.0674,1,0.0674,0,0,0,0
rq5fm77urk0d1.webp,9,1,7,7,0.9964,adaptive,0.108,0.0492,1,0.0492,0,0,0,0
rq5fm77urk0d1.webp,9,4,2,2,0.9991,adaptive,0.1448,0.0724,1,0.0724,0,0,0,0
rq5fm77urk0d1.webp,9,5,8,8,0.9978,adaptive,0.1377,0.0945,1,0.0945,0,0,0,0
rq5fm77urk0d1.webp,9,6,6,6,0.8885,adaptive,0.1464,0.0884,1,0.0884,0,0,0,0
rq5fm77urk0d1.webp,9,7,1,1,0.8915,adaptive,0.1283,0.0437,1,0.0437,0,0,0,0
rq5fm77urk0d1.webp,9,8,5,5,0.9892,adaptive,0.1346,0.078,1,0.078,0,0,0,0
rq5fm77urk0d1.webp,9,9,4,4,0.9948,adaptive,0.1308,0.072,1,0.072,0,0,0,0
1fpguv3t969c1.webp,1,1,1,1,0.971,adaptive,0.1334,0.0499,1,0.0499,0,0,0,0
1fpguv3t969c1.webp,1,2,8,8,0.9988,adaptive,0.1669,0.0977,1,0.0977,0,0,0,0
1fpguv3t969c1.webp,1,4,9,9,0.9996,adaptive,0.1684,0.0849,1,0.0849,0,0,0,0
1fpguv3t969c1.webp,1,5,2,2,0.9995,adaptive,0.1379,0.0807,1,0.0807,0,0,0,0
1fpguv3t969c1.webp,1,7,4,4,0.998,adaptive,0.1624,0.0802,1,0.0802,0,0,0,0
1fpguv3t969c1.webp,1,8,7,7,0.9986,adaptive,0.1289,0.0599,1,0.0599,0,0,0,0
1fpguv3t969c1.webp,1,9,6,6,0.9754,adaptive,0.1697,0.0849,1,0.0849,0,0,0,0
1fpguv3t969c1.webp,2,2,9,9,0.9993,adaptive,0.1419,0.0865,1,0.0865,0,0,0,0
1fpguv3t969c1.webp,2,3,7,7,0.9989,adaptive,0.1309,0.0626,1,0.0626,0,0,0,0
1fpguv3t969c1.webp,2,5,1,1,0.9533,adaptive,0.0948,0.0528,1,0.0528,0,0,0,0
1fpguv3t969c1.webp,2,6,6,6,0.9649,adaptive,0.1418,0.0862,1,0.0862,0,0,0,0
1fpguv3t969c1.webp,2,7,2,2,0.9992,adaptive,0.1242,0.0776,1,0.0776,0,0,0,0
1fpguv3t969c1.webp,2,8,8,8,0.9983,adaptive,0.1497,0.0994,1,0.0994,0,0,0,0
