photo,row,col,gt,pred,conf,threshold,fg_frac,comps,largest_frac
xlqt9nwk960d1.webp,4,7,2,2,1.0,adaptive,0.1791,5,0.0852
xlqt9nwk960d1.webp,5,5,8,8,1.0,adaptive,0.1699,7,0.0989
xlqt9nwk960d1.webp,5,7,5,5,1.0,adaptive,0.1876,8,0.0907
xlqt9nwk960d1.webp,6,4,7,7,1.0,adaptive,0.1322,6,0.0668
xlqt9nwk960d1.webp,6,5,3,3,0.9998,adaptive,0.1552,17,0.0852
xlqt9nwk960d1.webp,6,9,4,4,1.0,adaptive,0.1577,8,0.0776
xlqt9nwk960d1.webp,7,1,7,7,1.0,adaptive,0.1628,3,0.0636
xlqt9nwk960d1.webp,7,2,4,4,1.0,adaptive,0.1506,2,0.0803
xlqt9nwk960d1.webp,7,3,3,3,0.9998,adaptive,0.1442,5,0.0824
xlqt9nwk960d1.webp,7,6,1,0,0.783,adaptive,0.1584,5,0.0783
xlqt9nwk960d1.webp,7,8,8,8,1.0,adaptive,0.1958,5,0.0957
xlqt9nwk960d1.webp,7,9,2,2,0.9999,adaptive,0.1722,9,0.084
xlqt9nwk960d1.webp,8,1,9,9,1.0,adaptive,0.1644,2,0.0921
xlqt9nwk960d1.webp,8,2,6,6,0.9999,adaptive,0.1474,3,0.0911
xlqt9nwk960d1.webp,8,5,2,2,1.0,adaptive,0.1469,3,0.0847
xlqt9nwk960d1.webp,8,6,3,3,0.9999,adaptive,0.1483,8,0.0829
xlqt9nwk960d1.webp,8,9,5,5,0.9999,adaptive,0.1547,6,0.0863
xlqt9nwk960d1.webp,9,6,7,7,0.9999,adaptive,0.1329,8,0.0647
xlqt9nwk960d1.webp,9,8,3,3,0.9999,adaptive,0.1453,3,0.0829
0t1g4k7u4lec1.jpeg,1,1,3,3,0.9996,adaptive,0.2045,4,0.0902
0t1g4k7u4lec1.jpeg,1,2,0,0,0.9807,adaptive,0.0865,1,0.0142
0t1g4k7u4lec1.jpeg,1,3,0,0,0.9807,adaptive,0.1143,1,0.0142
0t1g4k7u4lec1.jpeg,1,4,0,0,0.7826,adaptive,0.1297,1,0.0562
0t1g4k7u4lec1.jpeg,1,5,6,6,1.0,adaptive,0.2002,2,0.0994
0t1g4k7u4lec1.jpeg,1,6,0,0,0.8706,adaptive,0.1111,1,0.0422
0t1g4k7u4lec1.jpeg,1,7,0,7,0.4909,adaptive,0.1292,1,0.0833
0t1g4k7u4lec1.jpeg,1,8,0,0,0.8163,adaptive,0.0923,1,0.0466
0t1g4k7u4lec1.jpeg,1,9,0,0,0.803,adaptive,0.1006,1,0.0551
0t1g4k7u4lec1.jpeg,2,1,8,8,1.0,adaptive,0.1889,2,0.1019
0t1g4k7u4lec1.jpeg,2,2,0,0,0.9866,adaptive,0.0581,0,0.0
0t1g4k7u4lec1.jpeg,2,3,0,0,0.9866,adaptive,0.0865,0,0.0
0t1g4k7u4lec1.jpeg,2,4,0,4,0.499,adaptive,0.1026,1,0.0427
0t1g4k7u4lec1.jpeg,2,5,0,5,0.3045,adaptive,0.0728,1,0.0278
0t1g4k7u4lec1.jpeg,2,6,0,5,0.3169,adaptive,0.0859,1,0.0285
0t1g4k7u4lec1.jpeg,2,7,7,5,0.5922,adaptive,0.1662,2,0.0705
0t1g4k7u4lec1.jpeg,2,8,0,4,0.473,adaptive,0.0728,1,0.0413
0t1g4k7u4lec1.jpeg,2,9,0,4,0.3035,adaptive,0.0732,1,0.0416
0t1g4k7u4lec1.jpeg,3,1,0,0,0.6533,adaptive,0.1136,1,0.0138
0t1g4k7u4lec1.jpeg,3,2,0,0,0.9866,adaptive,0.0861,0,0.0
0t1g4k7u4lec1.jpeg,3,3,4,4,1.0,adaptive,0.1931,1,0.0797
0t1g4k7u4lec1.jpeg,3,4,5,5,0.9999,adaptive,0.2202,2,0.0902
0t1g4k7u4lec1.jpeg,3,5,0,5,0.2934,adaptive,0.0996,1,0.0269
0t1g4k7u4lec1.jpeg,3,6,1,1,0.9996,adaptive,0.1607,2,0.05
0t1g4k7u4lec1.jpeg,3,7,0,5,0.6162,adaptive,0.1398,1,0.0693
0t1g4k7u4lec1.jpeg,3,8,0,4,0.4805,adaptive,0.0992,1,0.0402
0t1g4k7u4lec1.jpeg,3,9,0,4,0.3019,adaptive,0.0996,1,0.0406
0t1g4k7u4lec1.jpeg,4,1,1,1,0.9995,adaptive,0.1781,3,0.0491
0t1g4k7u4lec1.jpeg,4,2,0,1,0.9525,adaptive,0.1028,1,0.0427
0t1g4k7u4lec1.jpeg,4,3,0,1,0.9486,adaptive,0.1295,1,0.042
0t1g4k7u4lec1.jpeg,4,4,0,0,0.7088,adaptive,0.1421,1,0.0824
0t1g4k7u4lec1.jpeg,4,5,9,9,1.0,adaptive,0.2126,2,0.0964
0t1g4k7u4lec1.jpeg,4,6,3,3,0.9998,adaptive,0.2183,2,0.0891
0t1g4k7u4lec1.jpeg,4,7,0,7,0.42,adaptive,0.1529,1,0.1086
0t1g4k7u4lec1.jpeg,4,8,6,6,1.0,adaptive,0.2151,2,0.0987
0t1g4k7u4lec1.jpeg,4,9,7,0,0.7538,adaptive,0.1763,2,0.082
0t1g4k7u4lec1.jpeg,5,1,0,0,0.9476,adaptive,0.0882,1,0.0282
0t1g4k7u4lec1.jpeg,5,2,9,9,0.9999,adaptive,0.1545,2,0.096
0t1g4k7u4lec1.jpeg,5,3,0,0,0.9807,adaptive,0.0884,1,0.0142
0t1g4k7u4lec1.jpeg,5,4,0,0,0.7859,adaptive,0.1035,1,0.056
0t1g4k7u4lec1.jpeg,5,5,0,0,0.8666,adaptive,0.073,1,0.0413
0t1g4k7u4lec1.jpeg,5,6,0,0,0.8706,adaptive,0.0863,1,0.0422
0t1g4k7u4lec1.jpeg,5,7,0,7,0.5068,adaptive,0.115,1,0.0826
0t1g4k7u4lec1.jpeg,5,8,3,3,0.998,adaptive,0.1607,2,0.0877
0t1g4k7u4lec1.jpeg,5,9,0,0,0.7984,adaptive,0.0732,1,0.0551
0t1g4k7u4lec1.jpeg,6,1,7,7,1.0,adaptive,0.1637,2,0.0624
0t1g4k7u4lec1.jpeg,6,2,3,3,0.9999,adaptive,0.1621,2,0.0895
0t1g4k7u4lec1.jpeg,6,3,0,1,0.5059,adaptive,0.1015,1,0.0285
0t1g4k7u4lec1.jpeg,6,4,1,0,0.4986,adaptive,0.1657,2,0.0693
0t1g4k7u4lec1.jpeg,6,5,8,8,1.0,adaptive,0.1892,2,0.1022
0t1g4k7u4lec1.jpeg,6,6,0,0,0.6764,adaptive,0.1006,1,0.056
0t1g4k7u4lec1.jpeg,6,7,0,7,0.6352,adaptive,0.1189,1,0.0875
0t1g4k7u4lec1.jpeg,6,8,0,0,0.518,adaptive,0.0879,1,0.0691
0t1g4k7u4lec1.jpeg,6,9,2,2,0.999,adaptive,0.1775,2,0.0898
0t1g4k7u4lec1.jpeg,7,1,0,1,0.9992,adaptive,0.1313,2,0.0707
0t1g4k7u4lec1.jpeg,7,2,0,1,0.9992,adaptive,0.1139,1,0.0707
0t1g4k7u4lec1.jpeg,7,3,1,1,0.9992,adaptive,0.1915,2,0.0696
0t1g4k7u4lec1.jpeg,7,4,0,0,0.711,adaptive,0.1527,1,0.1088
0t1g4k7u4lec1.jpeg,7,5,0,0,0.777,adaptive,0.1228,1,0.0911
0t1g4k7u4lec1.jpeg,7,6,6,6,0.9998,adaptive,0.2252,2,0.0978
0t1g4k7u4lec1.jpeg,7,7,2,0,0.5956,adaptive,0.2247,2,0.1093
0t1g4k7u4lec1.jpeg,7,8,0,0,0.6076,adaptive,0.115,1,0.0955
0t1g4k7u4lec1.jpeg,7,9,0,0,0.6739,adaptive,0.115,1,0.0955
0t1g4k7u4lec1.jpeg,8,1,0,0,0.9007,adaptive,0.1001,1,0.0539
0t1g4k7u4lec1.jpeg,8,2,0,1,0.9597,adaptive,0.0721,1,0.0416
0t1g4k7u4lec1.jpeg,8,3,8,8,1.0,adaptive,0.1885,2,0.0994
0t1g4k7u4lec1.jpeg,8,4,0,0,0.6983,adaptive,0.1164,1,0.082
0t1g4k7u4lec1.jpeg,8,5,0,0,0.8636,adaptive,0.0813,1,0.0631
0t1g4k7u4lec1.jpeg,8,6,0,0,0.8044,adaptive,0.1001,1,0.0691
0t1g4k7u4lec1.jpeg,8,7,0,0,0.6461,adaptive,0.1152,1,0.0957
0t1g4k7u4lec1.jpeg,8,8,0,0,0.7042,adaptive,0.0872,1,0.0824
0t1g4k7u4lec1.jpeg,8,9,5,5,1.0,adaptive,0.1738,2,0.0865
0t1g4k7u4lec1.jpeg,9,1,0,0,0.9043,adaptive,0.101,1,0.0551
0t1g4k7u4lec1.jpeg,9,2,0,1,0.9524,adaptive,0.0723,1,0.0422
0t1g4k7u4lec1.jpeg,9,3,0,1,0.9504,adaptive,0.1019,1,0.0416
0t1g4k7u4lec1.jpeg,9,4,0,0,0.6487,adaptive,0.1166,1,0.0822
0t1g4k7u4lec1.jpeg,9,5,1,0,0.9037,adaptive,0.1253,2,0.0562
0t1g4k7u4lec1.jpeg,9,6,0,0,0.7518,adaptive,0.1003,1,0.0698
0t1g4k7u4lec1.jpeg,9,7,0,0,0.5967,adaptive,0.1152,1,0.0957
0t1g4k7u4lec1.jpeg,9,8,0,0,0.6336,adaptive,0.0872,1,0.0824
0t1g4k7u4lec1.jpeg,9,9,4,0,0.7582,adaptive,0.1483,2,0.0728
rq5fm77urk0d1.webp,1,1,8,8,1.0,adaptive,0.1534,1,0.0937
rq5fm77urk0d1.webp,1,2,5,5,0.9989,adaptive,0.1274,1,0.0829
rq5fm77urk0d1.webp,1,5,2,2,0.9998,adaptive,0.1306,2,0.0735
rq5fm77urk0d1.webp,1,6,9,9,0.9999,adaptive,0.1513,2,0.0934
rq5fm77urk0d1.webp,1,7,7,5,0.5207,adaptive,0.1407,2,0.056
rq5fm77urk0d1.webp,1,8,6,6,0.9998,adaptive,0.1612,2,0.09
rq5fm77urk0d1.webp,2,1,2,2,0.9997,adaptive,0.1129,1,0.0691
rq5fm77urk0d1.webp,2,3,7,7,0.9999,adaptive,0.098,3,0.0544
rq5fm77urk0d1.webp,2,4,6,6,0.9998,adaptive,0.1671,2,0.0939
rq5fm77urk0d1.webp,2,6,8,8,1.0,adaptive,0.1368,2,0.0923
rq5fm77urk0d1.webp,2,7,5,5,0.9995,adaptive,0.1685,2,0.0836
rq5fm77urk0d1.webp,2,9,9,9,0.9999,adaptive,0.1341,2,0.09
rq5fm77urk0d1.webp,3,1,6,6,0.9997,adaptive,0.1508,2,0.0932
rq5fm77urk0d1.webp,3,4,7,7,0.9998,adaptive,0.1361,3,0.0496
rq5fm77urk0d1.webp,3,6,5,5,0.9997,adaptive,0.1389,3,0.0803
rq5fm77urk0d1.webp,3,8,2,2,0.9995,adaptive,0.1428,3,0.0719
rq5fm77urk0d1.webp,3,9,8,8,1.0,adaptive,0.1517,3,0.0941
rq5fm77urk0d1.webp,4,1,9,9,0.9999,adaptive,0.1662,2,0.0918
rq5fm77urk0d1.webp,4,2,7,7,0.9998,adaptive,0.1214,2,0.0528
rq5fm77urk0d1.webp,4,3,2,2,0.9998,adaptive,0.157,3,0.0721
rq5fm77urk0d1.webp,4,4,8,8,1.0,adaptive,0.2055,2,0.0923
rq5fm77urk0d1.webp,4,7,6,0,0.6556,adaptive,0.2068,2,0.096
rq5fm77urk0d1.webp,4,9,5,5,0.9998,adaptive,0.1671,3,0.0806
rq5fm77urk0d1.webp,5,1,3,3,0.9997,adaptive,0.1341,2,0.0764
rq5fm77urk0d1.webp,5,2,8,8,1.0,adaptive,0.1508,2,0.0939
rq5fm77urk0d1.webp,5,4,5,5,0.9995,adaptive,0.1703,3,0.084
rq5fm77urk0d1.webp,5,5,6,6,0.9999,adaptive,0.1648,2,0.0907
rq5fm77urk0d1.webp,5,7,2,2,0.999,adaptive,0.1531,3,0.0675
rq5fm77urk0d1.webp,5,8,9,9,1.0,adaptive,0.1449,2,0.0918
rq5fm77urk0d1.webp,5,9,7,7,0.9999,adaptive,0.101,2,0.0558
rq5fm77urk0d1.webp,6,1,5,5,0.9999,adaptive,0.1375,2,0.0797
rq5fm77urk0d1.webp,6,3,6,6,0.9995,adaptive,0.1485,3,0.0904
rq5fm77urk0d1.webp,6,4,9,9,0.9999,adaptive,0.1775,3,0.0907
rq5fm77urk0d1.webp,6,5,7,7,0.9997,adaptive,0.0948,2,0.0496
rq5fm77urk0d1.webp,6,6,2,2,0.9996,adaptive,0.1313,2,0.0716
rq5fm77urk0d1.webp,6,8,8,8,1.0,adaptive,0.1536,2,0.0948
rq5fm77urk0d1.webp,7,2,2,2,0.9997,adaptive,0.1545,2,0.0712
rq5fm77urk0d1.webp,7,3,5,5,0.9993,adaptive,0.1701,3,0.0843
rq5fm77urk0d1.webp,7,5,9,9,0.9999,adaptive,0.1903,3,0.0923
rq5fm77urk0d1.webp,7,7,8,0,0.5557,adaptive,0.2084,2,0.109
rq5fm77urk0d1.webp,7,8,7,1,0.9931,adaptive,0.1543,3,0.0569
rq5fm77urk0d1.webp,7,9,6,6,0.9997,adaptive,0.1775,3,0.0911
rq5fm77urk0d1.webp,8,2,6,6,0.9999,adaptive,0.1485,2,0.0921
rq5fm77urk0d1.webp,8,3,8,8,1.0,adaptive,0.1534,3,0.0948
rq5fm77urk0d1.webp,8,5,5,5,0.9974,adaptive,0.1453,2,0.0831
rq5fm77urk0d1.webp,8,6,7,0,0.797,adaptive,0.1171,2,0.0579
rq5fm77urk0d1.webp,8,7,9,9,1.0,adaptive,0.1908,3,0.0923
rq5fm77urk0d1.webp,8,8,3,3,0.9995,adaptive,0.1366,2,0.0767
rq5fm77urk0d1.webp,8,9,2,2,0.9995,adaptive,0.127,2,0.0684
rq5fm77urk0d1.webp,9,1,7,7,0.9998,adaptive,0.1088,2,0.0507
rq5fm77urk0d1.webp,9,4,2,2,1.0,adaptive,0.1614,3,0.0746
rq5fm77urk0d1.webp,9,5,8,8,1.0,adaptive,0.1545,2,0.096
rq5fm77urk0d1.webp,9,6,6,6,0.9997,adaptive,0.1508,2,0.0911
rq5fm77urk0d1.webp,9,7,1,5,0.5117,adaptive,0.1318,3,0.0569
rq5fm77urk0d1.webp,9,8,5,5,0.9978,adaptive,0.1384,2,0.0792
rq5fm77urk0d1.webp,9,9,4,4,1.0,adaptive,0.1338,2,0.0742
1fpguv3t969c1.webp,1,1,1,1,0.9993,adaptive,0.1107,1,0.0514
1fpguv3t969c1.webp,1,2,8,8,1.0,adaptive,0.1568,1,0.0992
1fpguv3t969c1.webp,1,4,9,9,1.0,adaptive,0.1747,2,0.0875
1fpguv3t969c1.webp,1,5,2,2,0.9999,adaptive,0.1403,2,0.082
1fpguv3t969c1.webp,1,7,4,4,1.0,adaptive,0.1561,2,0.0826
1fpguv3t969c1.webp,1,8,7,7,0.9999,adaptive,0.1189,2,0.0608
1fpguv3t969c1.webp,1,9,6,6,1.0,adaptive,0.1458,2,0.0875
1fpguv3t969c1.webp,2,2,9,9,1.0,adaptive,0.1439,1,0.0865
1fpguv3t969c1.webp,2,3,7,7,0.9999,adaptive,0.1205,1,0.0636
1fpguv3t969c1.webp,2,5,1,1,0.9989,adaptive,0.1116,2,0.0528
1fpguv3t969c1.webp,2,6,6,6,1.0,adaptive,0.1462,2,0.0875
1fpguv3t969c1.webp,2,7,2,2,0.9998,adaptive,0.1373,2,0.0787
1fpguv3t969c1.webp,2,8,8,8,1.0,adaptive,0.155,2,0.0994
1fpguv3t969c1.webp,2,9,3,3,0.9999,adaptive,0.129,2,0.0838
1fpguv3t969c1.webp,3,1,6,6,1.0,adaptive,0.1439,1,0.0863
1fpguv3t969c1.webp,3,2,2,2,0.9999,adaptive,0.1414,1,0.0836
1fpguv3t969c1.webp,3,4,8,8,1.0,adaptive,0.1724,2,0.1003
1fpguv3t969c1.webp,3,5,7,7,1.0,adaptive,0.1279,2,0.0645
1fpguv3t969c1.webp,3,7,9,9,1.0,adaptive,0.1439,2,0.0859
1fpguv3t969c1.webp,3,8,1,1,0.999,adaptive,0.1086,2,0.0468
1fpguv3t969c1.webp,3,9,5,5,1.0,adaptive,0.129,2,0.0879
1fpguv3t969c1.webp,4,1,2,2,0.9998,adaptive,0.1687,2,0.081
1fpguv3t969c1.webp,4,2,5,5,1.0,adaptive,0.1433,2,0.0868
1fpguv3t969c1.webp,4,3,1,1,0.9985,adaptive,0.1499,2,0.0514
1fpguv3t969c1.webp,4,4,6,6,1.0,adaptive,0.1873,2,0.0872
1fpguv3t969c1.webp,4,5,8,8,1.0,adaptive,0.1855,3,0.1001
1fpguv3t969c1.webp,4,6,9,9,1.0,adaptive,0.1708,3,0.0863
1fpguv3t969c1.webp,4,7,3,3,0.9999,adaptive,0.1726,2,0.0838
1fpguv3t969c1.webp,4,8,4,4,1.0,adaptive,0.1538,3,0.0808
1fpguv3t969c1.webp,4,9,7,7,0.9999,adaptive,0.1336,3,0.0606
1fpguv3t969c1.webp,5,2,3,3,0.9999,adaptive,0.1403,2,0.0826
1fpguv3t969c1.webp,5,4,1,1,0.9993,adaptive,0.1281,3,0.0528
1fpguv3t969c1.webp,5,5,5,5,1.0,adaptive,0.1504,2,0.0868
1fpguv3t969c1.webp,5,6,7,7,0.9999,adaptive,0.1458,2,0.0597
1fpguv3t969c1.webp,5,7,6,6,1.0,adaptive,0.1586,3,0.087
1fpguv3t969c1.webp,5,8,2,2,0.9998,adaptive,0.1517,2,0.0799
1fpguv3t969c1.webp,5,9,9,9,1.0,adaptive,0.1579,2,0.0856
1fpguv3t969c1.webp,6,1,7,7,0.9999,adaptive,0.1201,2,0.062
1fpguv3t969c1.webp,6,2,6,6,1.0,adaptive,0.1455,2,0.0872
1fpguv3t969c1.webp,6,3,9,9,1.0,adaptive,0.1577,2,0.0865
1fpguv3t969c1.webp,6,4,3,3,0.9998,adaptive,0.1561,3,0.0833
1fpguv3t969c1.webp,6,5,4,4,1.0,adaptive,0.1671,2,0.0822
1fpguv3t969c1.webp,6,6,2,2,0.9996,adaptive,0.1657,2,0.0806
1fpguv3t969c1.webp,6,7,8,8,1.0,adaptive,0.1738,3,0.098
1fpguv3t969c1.webp,6,8,5,5,1.0,adaptive,0.1437,2,0.0836
1fpguv3t969c1.webp,6,9,1,0,0.5539,adaptive,0.1334,2,0.065
1fpguv3t969c1.webp,7,1,3,3,0.9999,adaptive,0.171,2,0.0831
1fpguv3t969c1.webp,7,2,4,4,1.0,adaptive,0.1625,2,0.0769
1fpguv3t969c1.webp,7,5,6,6,1.0,adaptive,0.1607,3,0.0859
1fpguv3t969c1.webp,7,6,1,1,0.999,adaptive,0.1233,3,0.0484
1fpguv3t969c1.webp,7,7,7,0,0.7056,adaptive,0.1485,2,0.0833
1fpguv3t969c1.webp,7,8,9,9,1.0,adaptive,0.1582,3,0.0865
1fpguv3t969c1.webp,8,1,9,9,1.0,adaptive,0.1556,2,0.0843
1fpguv3t969c1.webp,8,2,1,1,0.999,adaptive,0.1102,2,0.0514
1fpguv3t969c1.webp,8,3,2,2,0.9999,adaptive,0.1382,2,0.0799
1fpguv3t969c1.webp,8,4,7,7,0.9999,adaptive,0.1446,3,0.0588
1fpguv3t969c1.webp,8,5,3,3,1.0,adaptive,0.1568,2,0.0854
1fpguv3t969c1.webp,8,6,8,8,1.0,adaptive,0.1683,2,0.0971
1fpguv3t969c1.webp,8,7,5,5,1.0,adaptive,0.1556,3,0.0838
1fpguv3t969c1.webp,8,8,6,6,1.0,adaptive,0.1462,2,0.0861
1fpguv3t969c1.webp,8,9,4,4,1.0,adaptive,0.1387,2,0.079
1fpguv3t969c1.webp,9,2,7,7,0.9999,adaptive,0.1189,2,0.0606
1fpguv3t969c1.webp,9,3,6,6,1.0,adaptive,0.1453,2,0.087
1fpguv3t969c1.webp,9,5,9,9,1.0,adaptive,0.1453,2,0.0868
1fpguv3t969c1.webp,9,7,1,1,0.9987,adaptive,0.1488,3,0.0517
1fpguv3t969c1.webp,9,8,3,3,1.0,adaptive,0.1419,2,0.0822
tayjwio31f0d1.webp,1,1,5,5,0.9996,adaptive,0.1534,1,0.0815
tayjwio31f0d1.webp,1,2,8,8,1.0,adaptive,0.1318,1,0.0882
tayjwio31f0d1.webp,1,3,3,3,0.9998,adaptive,0.1309,1,0.0735
tayjwio31f0d1.webp,1,4,7,7,0.9999,adaptive,0.1263,2,0.0519
tayjwio31f0d1.webp,1,6,4,4,1.0,adaptive,0.1348,2,0.0714
tayjwio31f0d1.webp,1,7,1,4,0.4964,adaptive,0.1295,2,0.0422
tayjwio31f0d1.webp,1,9,9,9,1.0,adaptive,0.1586,2,0.087
tayjwio31f0d1.webp,2,4,5,5,0.9977,adaptive,0.1536,2,0.0815
tayjwio31f0d1.webp,2,6,8,8,1.0,adaptive,0.1467,2,0.0875
tayjwio31f0d1.webp,2,7,3,3,0.9999,adaptive,0.1609,2,0.0744
tayjwio31f0d1.webp,2,8,7,7,0.9999,adaptive,0.1159,2,0.0521
tayjwio31f0d1.webp,2,9,4,4,1.0,adaptive,0.1129,2,0.0698
tayjwio31f0d1.webp,3,1,4,4,1.0,adaptive,0.124,2,0.0663
tayjwio31f0d1.webp,3,3,7,7,0.9999,adaptive,0.1113,2,0.0528
tayjwio31f0d1.webp,3,5,3,3,0.9997,adaptive,0.1325,2,0.0742
tayjwio31f0d1.webp,3,7,8,8,1.0,adaptive,0.1719,3,0.087
tayjwio31f0d1.webp,3,9,5,5,0.9994,adaptive,0.1389,2,0.0797
tayjwio31f0d1.webp,4,1,9,9,1.0,adaptive,0.1848,2,0.0847
tayjwio31f0d1.webp,4,6,7,1,0.9931,adaptive,0.1465,3,0.0569
tayjwio31f0d1.webp,4,8,5,5,0.9997,adaptive,0.1653,3,0.0792
tayjwio31f0d1.webp,4,9,8,8,1.0,adaptive,0.1722,3,0.0856
tayjwio31f0d1.webp,5,3,5,5,0.9994,adaptive,0.1524,2,0.0808
tayjwio31f0d1.webp,5,4,6,6,1.0,adaptive,0.1687,3,0.0836
tayjwio31f0d1.webp,5,7,9,9,1.0,adaptive,0.1706,3,0.0859
tayjwio31f0d1.webp,5,8,1,0,0.7498,adaptive,0.1118,2,0.0675
tayjwio31f0d1.webp,5,9,7,0,0.7448,adaptive,0.1244,2,0.0684
tayjwio31f0d1.webp,6,2,7,7,0.9999,adaptive,0.095,2,0.0517
tayjwio31f0d1.webp,6,8,3,3,0.9999,adaptive,0.1329,2,0.073
tayjwio31f0d1.webp,6,9,2,2,0.9997,adaptive,0.1423,2,0.0716
tayjwio31f0d1.webp,7,1,3,3,1.0,adaptive,0.1738,2,0.0742
tayjwio31f0d1.webp,7,2,5,5,0.9999,adaptive,0.1522,2,0.0799
tayjwio31f0d1.webp,7,3,4,4,1.0,adaptive,0.1449,2,0.0702
tayjwio31f0d1.webp,7,4,8,8,1.0,adaptive,0.1905,2,0.087
tayjwio31f0d1.webp,7,5,7,1,0.9931,adaptive,0.1373,2,0.0569
tayjwio31f0d1.webp,7,6,1,1,0.9926,adaptive,0.1272,3,0.0572
tayjwio31f0d1.webp,7,7,2,0,0.4591,adaptive,0.1729,2,0.0831
tayjwio31f0d1.webp,7,8,9,9,1.0,adaptive,0.1724,3,0.0865
tayjwio31f0d1.webp,7,9,6,6,1.0,adaptive,0.1841,3,0.0861
tayjwio31f0d1.webp,8,1,7,7,1.0,adaptive,0.1249,2,0.0528
tayjwio31f0d1.webp,8,3,2,2,0.9997,adaptive,0.1341,2,0.0705
tayjwio31f0d1.webp,8,7,5,5,0.9999,adaptive,0.1561,3,0.079
tayjwio31f0d1.webp,8,8,8,8,1.0,adaptive,0.1474,2,0.0877
tayjwio31f0d1.webp,8,9,1,7,0.4417,adaptive,0.1127,2,0.0686
tayjwio31f0d1.webp,9,2,1,1,0.9918,adaptive,0.0783,3,0.0411
tayjwio31f0d1.webp,9,4,2,2,0.9999,adaptive,0.1474,4,0.0689
tayjwio31f0d1.webp,9,7,7,7,0.9999,adaptive,0.138,3,0.051
tayjwio31f0d1.webp,9,8,4,4,1.0,adaptive,0.1297,2,0.0702
tayjwio31f0d1.webp,9,9,3,3,0.9999,adaptive,0.1465,2,0.0735
cjfirkkia7fc1.webp,1,1,9,9,0.9986,adaptive,0.2369,1,0.1706
cjfirkkia7fc1.webp,1,4,8,8,1.0,adaptive,0.256,2,0.1823
cjfirkkia7fc1.webp,1,6,5,5,1.0,adaptive,0.2287,2,0.1628
cjfirkkia7fc1.webp,1,8,1,1,0.9986,adaptive,0.1605,2,0.1028
cjfirkkia7fc1.webp,2,1,1,1,0.9993,adaptive,0.14,1,0.1028
cjfirkkia7fc1.webp,2,2,3,3,1.0,adaptive,0.157,1,0.1568
cjfirkkia7fc1.webp,2,5,2,2,0.7086,adaptive,0.2176,2,0.1878
cjfirkkia7fc1.webp,2,7,9,9,0.9903,adaptive,0.228,2,0.1547
cjfirkkia7fc1.webp,3,2,4,4,0.9999,adaptive,0.1768,1,0.1476
cjfirkkia7fc1.webp,3,4,3,3,0.999,adaptive,0.2296,2,0.157
cjfirkkia7fc1.webp,3,5,9,9,0.9994,adaptive,0.2149,1,0.1706
cjfirkkia7fc1.webp,3,6,1,1,0.9951,adaptive,0.1761,2,0.1028
cjfirkkia7fc1.webp,4,2,7,0,0.9807,adaptive,0.0455,1,0.0142
cjfirkkia7fc1.webp,4,4,9,9,0.9942,adaptive,0.2596,2,0.1598
cjfirkkia7fc1.webp,4,5,1,1,0.9972,adaptive,0.1724,2,0.0989
cjfirkkia7fc1.webp,4,6,3,3,0.9999,adaptive,0.2355,3,0.157
cjfirkkia7fc1.webp,4,8,2,2,0.7333,adaptive,0.273,3,0.1855
cjfirkkia7fc1.webp,5,2,9,9,0.9943,adaptive,0.1947,1,0.1644
cjfirkkia7fc1.webp,5,3,1,1,0.9996,adaptive,0.1641,2,0.1065
cjfirkkia7fc1.webp,5,5,8,8,0.9999,adaptive,0.2234,2,0.1795
cjfirkkia7fc1.webp,5,8,7,0,0.5165,adaptive,0.09,1,0.0863
cjfirkkia7fc1.webp,6,1,3,3,0.9997,adaptive,0.2335,2,0.157
cjfirkkia7fc1.webp,6,2,8,8,1.0,adaptive,0.2119,2,0.1802
cjfirkkia7fc1.webp,6,3,2,2,0.8289,adaptive,0.2443,2,0.186
cjfirkkia7fc1.webp,6,5,7,0,0.6973,adaptive,0.1869,5,0.1067
cjfirkkia7fc1.webp,6,7,1,1,0.9995,adaptive,0.1905,3,0.1038
cjfirkkia7fc1.webp,6,9,9,9,0.9984,adaptive,0.2484,2,0.1694
cjfirkkia7fc1.webp,7,2,1,1,0.9963,adaptive,0.1579,2,0.0983
cjfirkkia7fc1.webp,7,3,3,3,0.9956,adaptive,0.2383,2,0.1529
cjfirkkia7fc1.webp,7,5,5,5,1.0,adaptive,0.2525,5,0.1623
cjfirkkia7fc1.webp,7,6,8,8,1.0,adaptive,0.2812,3,0.1825
cjfirkkia7fc1.webp,7,8,9,9,0.9639,adaptive,0.2468,3,0.16
cjfirkkia7fc1.webp,7,9,6,6,0.9997,adaptive,0.2546,3,0.1692
cjfirkkia7fc1.webp,8,6,9,9,0.9993,adaptive,0.2408,2,0.171
cjfirkkia7fc1.webp,8,7,5,5,1.0,adaptive,0.2495,3,0.1607
cjfirkkia7fc1.webp,8,8,3,3,0.9902,adaptive,0.2027,2,0.1504
cjfirkkia7fc1.webp,8,9,1,1,0.9981,adaptive,0.1612,2,0.1049
cjfirkkia7fc1.webp,9,2,5,5,0.9997,adaptive,0.1873,2,0.1579
cjfirkkia7fc1.webp,9,3,9,9,0.9992,adaptive,0.2316,3,0.169
cjfirkkia7fc1.webp,9,4,1,1,0.9999,adaptive,0.1791,3,0.1008
cjfirkkia7fc1.webp,9,5,3,3,1.0,adaptive,0.2094,9,0.1568
